ID_cleaned,job_title,salary_usd,salary_distribution_usd,experience_level_cleaned,employment_type_cleaned,company_location,company_size_cleaned,employee_residence,education_required,years_experience,industry
6575,Principal Data Scientist,137681,"120,000 - 140,000 USD",Senior,Full-Time,Sweden,Large,Sweden,Master,6,Technology
6576,Machine Learning Researcher,87167,"80,000 - 100,000 USD",Mid-level,Part-Time,United Kingdom,Small,South Korea,Bachelor,2,Consulting
6577,AI Product Manager,120348,"120,000 - 140,000 USD",Mid-level,Contract,Denmark,Large,Denmark,PhD,3,Retail
6578,AI Product Manager,211719,"More than 180,000 USD",Executive,Part-Time,Sweden,Small,Sweden,Associate,13,Healthcare
6579,AI Consultant,54616,"40,000 - 60,000 USD",Entry-level,Contract,Sweden,Medium,Sweden,PhD,1,Consulting
6580,AI Specialist,258797,"More than 180,000 USD",Executive,Part-Time,Norway,Medium,Norway,PhD,11,Transportation
6581,Autonomous Systems Engineer,173653,"160,000 - 180,000 USD",Executive,Part-Time,South Korea,Medium,South Korea,PhD,10,Consulting
6582,Robotics Engineer,132714,"120,000 - 140,000 USD",Executive,Part-Time,South Korea,Small,South Korea,Master,14,Transportation
6583,AI Product Manager,151317,"140,000 - 160,000 USD",Senior,Full-Time,Switzerland,Small,Switzerland,Bachelor,6,Consulting
6584,Principal Data Scientist,100900,"100,000 - 120,000 USD",Senior,Full-Time,Austria,Large,China,Associate,5,Technology
6585,Machine Learning Researcher,53454,"40,000 - 60,000 USD",Entry-level,Contract,Japan,Medium,China,PhD,1,Technology
6586,Data Engineer,81833,"80,000 - 100,000 USD",Mid-level,Full-Time,India,Large,India,Master,4,Education
6587,Principal Data Scientist,93427,"80,000 - 100,000 USD",Senior,Part-Time,Japan,Small,Japan,Master,9,Transportation
6588,Data Analyst,161600,"160,000 - 180,000 USD",Executive,Contract,Norway,Small,Finland,PhD,12,Government
6589,Data Analyst,109381,"100,000 - 120,000 USD",Senior,Part-Time,Israel,Large,Israel,Associate,6,Energy
6590,Machine Learning Engineer,165150,"160,000 - 180,000 USD",Senior,Part-Time,United States,Large,Germany,Master,7,Transportation
6591,Principal Data Scientist,52800,"40,000 - 60,000 USD",Entry-level,Freelance,Japan,Large,Ireland,Bachelor,0,Media
6592,AI Software Engineer,110585,"100,000 - 120,000 USD",Senior,Part-Time,Sweden,Medium,Sweden,PhD,8,Energy
6593,Machine Learning Engineer,120166,"120,000 - 140,000 USD",Mid-level,Full-Time,United States,Medium,United States,Associate,3,Media
6594,AI Product Manager,54885,"40,000 - 60,000 USD",Mid-level,Contract,Israel,Small,Israel,Associate,2,Automotive
6595,Data Engineer,37602,"Less than 40,000 USD",Entry-level,Part-Time,Japan,Medium,Japan,Bachelor,0,Technology
6596,AI Research Scientist,88641,"80,000 - 100,000 USD",Mid-level,Freelance,Israel,Large,Israel,Bachelor,3,Manufacturing
6597,Principal Data Scientist,85714,"80,000 - 100,000 USD",Mid-level,Part-Time,France,Small,United States,PhD,2,Real Estate
6598,Machine Learning Researcher,55730,"40,000 - 60,000 USD",Entry-level,Freelance,South Korea,Medium,Finland,PhD,0,Healthcare
6599,Autonomous Systems Engineer,101914,"100,000 - 120,000 USD",Entry-level,Freelance,Switzerland,Small,Switzerland,Bachelor,1,Retail
6600,Computer Vision Engineer,220552,"More than 180,000 USD",Executive,Contract,Australia,Medium,Australia,Master,14,Media
6601,Research Scientist,50418,"40,000 - 60,000 USD",Entry-level,Part-Time,South Korea,Large,South Korea,PhD,1,Gaming
6602,Machine Learning Researcher,87202,"80,000 - 100,000 USD",Senior,Contract,Finland,Small,Ireland,Bachelor,9,Healthcare
6603,Deep Learning Engineer,97284,"80,000 - 100,000 USD",Mid-level,Freelance,Denmark,Medium,Denmark,Bachelor,2,Gaming
6604,Research Scientist,166527,"160,000 - 180,000 USD",Senior,Contract,United States,Large,United States,PhD,8,Transportation
6605,Principal Data Scientist,42206,"40,000 - 60,000 USD",Entry-level,Full-Time,Japan,Medium,Japan,Associate,1,Healthcare
6606,Data Scientist,63803,"60,000 - 80,000 USD",Mid-level,Part-Time,Finland,Large,Finland,Bachelor,4,Technology
6607,Data Analyst,73542,"60,000 - 80,000 USD",Senior,Part-Time,Austria,Small,Austria,Master,9,Consulting
6608,Data Analyst,185460,"More than 180,000 USD",Senior,Part-Time,Norway,Large,Norway,Master,5,Telecommunications
6609,Machine Learning Engineer,134177,"120,000 - 140,000 USD",Executive,Full-Time,United Kingdom,Small,United Kingdom,Associate,11,Automotive
6610,Autonomous Systems Engineer,131893,"120,000 - 140,000 USD",Executive,Part-Time,Singapore,Small,Singapore,Bachelor,12,Retail
6611,Machine Learning Engineer,263587,"More than 180,000 USD",Executive,Freelance,Germany,Large,Germany,Bachelor,13,Media
6612,AI Product Manager,170276,"160,000 - 180,000 USD",Executive,Contract,France,Medium,France,Associate,14,Gaming
6613,Machine Learning Researcher,47368,"40,000 - 60,000 USD",Entry-level,Full-Time,Japan,Small,Japan,Bachelor,1,Energy
6614,AI Consultant,133312,"120,000 - 140,000 USD",Mid-level,Full-Time,Denmark,Large,Denmark,Bachelor,3,Telecommunications
6615,Data Engineer,69590,"60,000 - 80,000 USD",Mid-level,Contract,India,Small,Japan,Bachelor,3,Energy
6616,Research Scientist,110545,"100,000 - 120,000 USD",Senior,Part-Time,Canada,Medium,Canada,Master,7,Retail
6617,Deep Learning Engineer,82225,"80,000 - 100,000 USD",Entry-level,Freelance,United States,Medium,United States,PhD,0,Energy
6618,Deep Learning Engineer,101330,"100,000 - 120,000 USD",Executive,Contract,India,Small,United States,Associate,18,Transportation
6619,Data Analyst,77350,"60,000 - 80,000 USD",Mid-level,Contract,Finland,Medium,Finland,Associate,4,Government
6620,AI Product Manager,84792,"80,000 - 100,000 USD",Mid-level,Contract,France,Small,France,Master,4,Finance
6621,AI Architect,48566,"40,000 - 60,000 USD",Mid-level,Full-Time,India,Small,India,Associate,2,Media
6622,Deep Learning Engineer,89702,"80,000 - 100,000 USD",Entry-level,Part-Time,Switzerland,Small,Switzerland,Bachelor,1,Manufacturing
6623,AI Software Engineer,119147,"100,000 - 120,000 USD",Senior,Part-Time,Netherlands,Small,India,PhD,7,Real Estate
6624,NLP Engineer,124898,"120,000 - 140,000 USD",Senior,Part-Time,Singapore,Large,France,PhD,9,Media
6625,Principal Data Scientist,150624,"140,000 - 160,000 USD",Senior,Contract,Netherlands,Medium,Germany,PhD,5,Real Estate
6626,NLP Engineer,47587,"40,000 - 60,000 USD",Entry-level,Full-Time,Israel,Small,Israel,Bachelor,1,Automotive
6627,Autonomous Systems Engineer,90807,"80,000 - 100,000 USD",Entry-level,Contract,Norway,Small,Norway,PhD,1,Finance
6628,Head of AI,57090,"40,000 - 60,000 USD",Mid-level,Part-Time,Finland,Medium,Finland,PhD,2,Gaming
6629,Head of AI,91498,"80,000 - 100,000 USD",Mid-level,Freelance,Canada,Small,Norway,PhD,2,Government
6630,AI Software Engineer,230069,"More than 180,000 USD",Executive,Contract,Australia,Medium,Australia,PhD,18,Telecommunications
6631,AI Research Scientist,113403,"100,000 - 120,000 USD",Executive,Part-Time,Japan,Large,Japan,Bachelor,19,Media
6632,AI Research Scientist,92979,"80,000 - 100,000 USD",Senior,Full-Time,Israel,Small,Israel,Master,5,Government
6633,AI Research Scientist,68018,"60,000 - 80,000 USD",Entry-level,Freelance,Singapore,Medium,Singapore,Master,1,Gaming
6634,Data Analyst,185271,"More than 180,000 USD",Executive,Freelance,Denmark,Small,Denmark,Bachelor,15,Media
6635,Machine Learning Engineer,51120,"40,000 - 60,000 USD",Entry-level,Contract,Austria,Medium,Austria,PhD,0,Gaming
6636,AI Specialist,136588,"120,000 - 140,000 USD",Executive,Contract,Ireland,Small,Ireland,Associate,14,Finance
6637,AI Product Manager,114368,"100,000 - 120,000 USD",Senior,Full-Time,Sweden,Medium,China,Bachelor,5,Telecommunications
6638,Computer Vision Engineer,70094,"60,000 - 80,000 USD",Mid-level,Part-Time,Austria,Large,Denmark,Master,4,Education
6639,AI Research Scientist,56721,"40,000 - 60,000 USD",Entry-level,Full-Time,Japan,Medium,Japan,Associate,0,Real Estate
6640,Data Scientist,187069,"More than 180,000 USD",Executive,Full-Time,Australia,Medium,Australia,Master,19,Retail
6641,Computer Vision Engineer,46575,"40,000 - 60,000 USD",Entry-level,Contract,Israel,Small,Israel,Master,1,Manufacturing
6642,Machine Learning Engineer,135754,"120,000 - 140,000 USD",Executive,Part-Time,Australia,Small,Netherlands,Master,16,Gaming
6643,AI Specialist,144552,"140,000 - 160,000 USD",Executive,Freelance,Israel,Medium,Denmark,Bachelor,19,Consulting
6644,Deep Learning Engineer,135827,"120,000 - 140,000 USD",Senior,Part-Time,Sweden,Medium,Sweden,Bachelor,9,Media
6645,Head of AI,102643,"100,000 - 120,000 USD",Executive,Part-Time,India,Medium,India,Bachelor,18,Gaming
6646,Robotics Engineer,65435,"60,000 - 80,000 USD",Mid-level,Freelance,Japan,Small,United Kingdom,Bachelor,2,Retail
6647,Data Scientist,117192,"100,000 - 120,000 USD",Entry-level,Freelance,Norway,Large,Ireland,PhD,1,Healthcare
6648,Machine Learning Engineer,37236,"Less than 40,000 USD",Entry-level,Full-Time,Ireland,Medium,Ireland,PhD,0,Consulting
6649,AI Specialist,202732,"More than 180,000 USD",Executive,Full-Time,Singapore,Small,Ireland,Bachelor,16,Government
6650,AI Architect,79953,"60,000 - 80,000 USD",Entry-level,Contract,Netherlands,Medium,Netherlands,PhD,1,Media
6651,AI Software Engineer,207747,"More than 180,000 USD",Executive,Contract,Netherlands,Medium,Netherlands,Associate,14,Automotive
6652,Computer Vision Engineer,277356,"More than 180,000 USD",Executive,Freelance,Switzerland,Small,Switzerland,PhD,19,Consulting
6653,AI Consultant,146048,"140,000 - 160,000 USD",Executive,Full-Time,Australia,Small,Australia,Bachelor,10,Transportation
6654,Head of AI,92452,"80,000 - 100,000 USD",Mid-level,Freelance,France,Medium,France,Master,4,Energy
6655,Autonomous Systems Engineer,115225,"100,000 - 120,000 USD",Executive,Full-Time,China,Medium,China,Master,11,Real Estate
6656,Head of AI,273891,"More than 180,000 USD",Executive,Contract,Norway,Small,Norway,PhD,15,Real Estate
6657,Machine Learning Engineer,97719,"80,000 - 100,000 USD",Executive,Part-Time,Finland,Small,Finland,Master,13,Education
6658,AI Consultant,132894,"120,000 - 140,000 USD",Senior,Freelance,Norway,Medium,France,Master,7,Real Estate
6659,AI Specialist,123203,"120,000 - 140,000 USD",Mid-level,Freelance,Denmark,Small,Denmark,Associate,4,Energy
6660,NLP Engineer,66227,"60,000 - 80,000 USD",Entry-level,Full-Time,Netherlands,Medium,Netherlands,Associate,0,Manufacturing
6661,AI Research Scientist,175107,"160,000 - 180,000 USD",Executive,Part-Time,France,Large,France,Bachelor,19,Media
6662,Data Engineer,51723,"40,000 - 60,000 USD",Mid-level,Full-Time,China,Medium,China,Master,3,Finance
6663,Computer Vision Engineer,124710,"120,000 - 140,000 USD",Senior,Part-Time,Australia,Small,Australia,PhD,8,Consulting
6664,Robotics Engineer,160986,"160,000 - 180,000 USD",Senior,Part-Time,United Kingdom,Medium,United Kingdom,Master,7,Gaming
6665,Machine Learning Engineer,149054,"140,000 - 160,000 USD",Mid-level,Full-Time,Switzerland,Large,Switzerland,Bachelor,3,Finance
6666,Principal Data Scientist,70247,"60,000 - 80,000 USD",Mid-level,Contract,Australia,Small,Japan,Bachelor,3,Telecommunications
6667,Principal Data Scientist,133186,"120,000 - 140,000 USD",Mid-level,Contract,Denmark,Medium,South Korea,Master,4,Media
6668,Data Engineer,157103,"140,000 - 160,000 USD",Senior,Part-Time,Denmark,Large,Israel,Master,5,Consulting
6669,Computer Vision Engineer,146929,"140,000 - 160,000 USD",Senior,Freelance,Singapore,Medium,Singapore,Bachelor,8,Retail
6670,Machine Learning Researcher,153721,"140,000 - 160,000 USD",Executive,Part-Time,Sweden,Medium,Sweden,Master,15,Energy
6671,Machine Learning Researcher,59242,"40,000 - 60,000 USD",Entry-level,Freelance,France,Medium,China,PhD,0,Energy
6672,ML Ops Engineer,68455,"60,000 - 80,000 USD",Entry-level,Contract,Germany,Medium,Sweden,Bachelor,1,Healthcare
6673,Data Analyst,62969,"60,000 - 80,000 USD",Entry-level,Freelance,Netherlands,Medium,Netherlands,PhD,0,Healthcare
6674,Machine Learning Researcher,61716,"60,000 - 80,000 USD",Mid-level,Freelance,Israel,Medium,Switzerland,Master,4,Real Estate
6675,AI Specialist,147207,"140,000 - 160,000 USD",Mid-level,Contract,Denmark,Large,Denmark,PhD,3,Energy
6676,AI Product Manager,37797,"Less than 40,000 USD",Entry-level,Contract,South Korea,Small,South Korea,Associate,1,Media
6677,AI Product Manager,54180,"40,000 - 60,000 USD",Entry-level,Freelance,Canada,Medium,Sweden,Master,1,Healthcare
6678,Machine Learning Engineer,140906,"140,000 - 160,000 USD",Executive,Freelance,China,Large,Japan,Bachelor,17,Automotive
6679,AI Product Manager,148802,"140,000 - 160,000 USD",Senior,Freelance,France,Large,India,PhD,9,Education
6680,AI Consultant,98009,"80,000 - 100,000 USD",Mid-level,Part-Time,Australia,Medium,Austria,Master,4,Energy
6681,AI Architect,97293,"80,000 - 100,000 USD",Mid-level,Freelance,Germany,Large,Germany,Bachelor,3,Technology
6682,Machine Learning Engineer,107382,"100,000 - 120,000 USD",Senior,Full-Time,Germany,Small,India,PhD,7,Finance
6683,Research Scientist,126912,"120,000 - 140,000 USD",Mid-level,Part-Time,Singapore,Large,Singapore,PhD,3,Consulting
6684,AI Product Manager,237127,"More than 180,000 USD",Executive,Freelance,Norway,Medium,Norway,Master,11,Healthcare
6685,Robotics Engineer,65660,"60,000 - 80,000 USD",Mid-level,Part-Time,Canada,Small,United Kingdom,Master,4,Energy
6686,Data Analyst,76935,"60,000 - 80,000 USD",Entry-level,Freelance,United States,Medium,Japan,Bachelor,0,Consulting
6687,NLP Engineer,133778,"120,000 - 140,000 USD",Senior,Freelance,Canada,Medium,Canada,PhD,9,Automotive
6688,Research Scientist,111828,"100,000 - 120,000 USD",Mid-level,Full-Time,Denmark,Medium,Denmark,Associate,2,Real Estate
6689,Machine Learning Engineer,135800,"120,000 - 140,000 USD",Executive,Full-Time,Israel,Medium,Japan,Master,17,Transportation
6690,Machine Learning Researcher,77800,"60,000 - 80,000 USD",Senior,Full-Time,Israel,Medium,Israel,Bachelor,7,Finance
6691,Robotics Engineer,82514,"80,000 - 100,000 USD",Entry-level,Contract,United States,Large,United States,Bachelor,1,Consulting
6692,AI Research Scientist,96218,"80,000 - 100,000 USD",Senior,Full-Time,Japan,Medium,Netherlands,PhD,7,Energy
6693,Principal Data Scientist,69202,"60,000 - 80,000 USD",Mid-level,Contract,Singapore,Small,Singapore,Associate,3,Consulting
6694,Head of AI,245116,"More than 180,000 USD",Executive,Freelance,Germany,Medium,Germany,PhD,19,Finance
6695,ML Ops Engineer,156865,"140,000 - 160,000 USD",Senior,Part-Time,United Kingdom,Large,Denmark,Master,5,Real Estate
6696,AI Software Engineer,163339,"160,000 - 180,000 USD",Executive,Part-Time,Austria,Medium,Singapore,Associate,17,Manufacturing
6697,Deep Learning Engineer,85248,"80,000 - 100,000 USD",Senior,Contract,Israel,Medium,Israel,Master,5,Gaming
6698,AI Software Engineer,205825,"More than 180,000 USD",Senior,Contract,Switzerland,Medium,Switzerland,Associate,5,Finance
6699,Data Scientist,87726,"80,000 - 100,000 USD",Entry-level,Part-Time,Denmark,Small,Denmark,Bachelor,0,Automotive
6700,AI Architect,85579,"80,000 - 100,000 USD",Entry-level,Full-Time,Netherlands,Large,Netherlands,Associate,0,Retail
6701,AI Architect,96160,"80,000 - 100,000 USD",Entry-level,Part-Time,Norway,Medium,Norway,Bachelor,1,Telecommunications
6702,Data Engineer,83312,"80,000 - 100,000 USD",Senior,Part-Time,China,Large,China,PhD,5,Automotive
6703,ML Ops Engineer,203604,"More than 180,000 USD",Executive,Full-Time,Austria,Large,Australia,Master,17,Technology
6704,AI Specialist,274952,"More than 180,000 USD",Executive,Part-Time,Australia,Large,Australia,Master,18,Gaming
6705,Machine Learning Researcher,48639,"40,000 - 60,000 USD",Entry-level,Part-Time,Japan,Medium,China,Associate,1,Healthcare
6706,Research Scientist,50734,"40,000 - 60,000 USD",Mid-level,Part-Time,Ireland,Small,Japan,Bachelor,4,Media
6707,AI Architect,90518,"80,000 - 100,000 USD",Senior,Freelance,India,Large,India,PhD,5,Real Estate
6708,Autonomous Systems Engineer,72406,"60,000 - 80,000 USD",Senior,Full-Time,Austria,Medium,Austria,Associate,9,Retail
6709,Autonomous Systems Engineer,103320,"100,000 - 120,000 USD",Mid-level,Contract,Denmark,Small,Denmark,Master,3,Gaming
6710,Head of AI,91541,"80,000 - 100,000 USD",Senior,Freelance,South Korea,Large,South Korea,PhD,7,Government
6711,AI Consultant,164280,"160,000 - 180,000 USD",Mid-level,Part-Time,Denmark,Large,Denmark,Associate,2,Telecommunications
6712,Autonomous Systems Engineer,94130,"80,000 - 100,000 USD",Executive,Full-Time,China,Small,China,Bachelor,19,Energy
6713,AI Software Engineer,88881,"80,000 - 100,000 USD",Executive,Contract,China,Small,China,PhD,12,Finance
6714,Research Scientist,107835,"100,000 - 120,000 USD",Senior,Part-Time,Canada,Small,Canada,Master,9,Media
6715,Data Engineer,69851,"60,000 - 80,000 USD",Mid-level,Contract,India,Medium,India,Bachelor,3,Healthcare
6716,Machine Learning Engineer,87131,"80,000 - 100,000 USD",Mid-level,Part-Time,Australia,Medium,Australia,Master,2,Finance
6717,Principal Data Scientist,67124,"60,000 - 80,000 USD",Entry-level,Part-Time,Netherlands,Large,Netherlands,PhD,0,Telecommunications
6718,Data Engineer,50229,"40,000 - 60,000 USD",Entry-level,Part-Time,India,Medium,India,PhD,0,Energy
6719,Head of AI,328260,"More than 180,000 USD",Executive,Full-Time,Denmark,Medium,Canada,Associate,19,Retail
6720,Robotics Engineer,263998,"More than 180,000 USD",Executive,Contract,Singapore,Medium,United Kingdom,Bachelor,12,Media
6721,Machine Learning Engineer,85666,"80,000 - 100,000 USD",Senior,Full-Time,Israel,Large,Israel,PhD,5,Technology
6722,Principal Data Scientist,88829,"80,000 - 100,000 USD",Senior,Freelance,China,Large,China,Master,7,Energy
6723,Data Scientist,103615,"100,000 - 120,000 USD",Mid-level,Full-Time,Denmark,Medium,Sweden,Master,2,Education
6724,NLP Engineer,66866,"60,000 - 80,000 USD",Mid-level,Part-Time,South Korea,Small,United Kingdom,Master,2,Telecommunications
6725,AI Architect,53108,"40,000 - 60,000 USD",Mid-level,Part-Time,Ireland,Medium,Ireland,Bachelor,4,Automotive
6726,Machine Learning Researcher,180664,"More than 180,000 USD",Executive,Full-Time,Sweden,Large,China,Bachelor,16,Healthcare
6727,Robotics Engineer,163874,"160,000 - 180,000 USD",Executive,Full-Time,France,Small,Switzerland,Associate,14,Manufacturing
6728,NLP Engineer,59767,"40,000 - 60,000 USD",Mid-level,Full-Time,Austria,Medium,Austria,Master,3,Retail
6729,Data Analyst,122064,"120,000 - 140,000 USD",Executive,Part-Time,Austria,Large,Austria,PhD,13,Government
6730,Machine Learning Researcher,78183,"60,000 - 80,000 USD",Mid-level,Freelance,Austria,Large,Austria,Master,3,Telecommunications
6731,Research Scientist,132374,"120,000 - 140,000 USD",Senior,Part-Time,Canada,Large,Canada,Master,5,Gaming
6732,AI Consultant,165442,"160,000 - 180,000 USD",Executive,Contract,United Kingdom,Medium,United Kingdom,Associate,17,Technology
6733,AI Architect,195657,"More than 180,000 USD",Executive,Part-Time,Ireland,Large,Ireland,Associate,17,Finance
6734,AI Consultant,76253,"60,000 - 80,000 USD",Senior,Contract,South Korea,Small,South Korea,Master,7,Automotive
6735,Principal Data Scientist,74095,"60,000 - 80,000 USD",Entry-level,Part-Time,United States,Small,Norway,Associate,1,Automotive
6736,AI Architect,169060,"160,000 - 180,000 USD",Senior,Part-Time,Norway,Medium,Switzerland,Bachelor,5,Energy
6737,AI Specialist,107151,"100,000 - 120,000 USD",Senior,Full-Time,Netherlands,Small,Netherlands,Associate,9,Finance
6738,Principal Data Scientist,76031,"60,000 - 80,000 USD",Entry-level,Full-Time,France,Large,France,Associate,1,Real Estate
6739,Computer Vision Engineer,62867,"60,000 - 80,000 USD",Mid-level,Freelance,China,Small,Switzerland,PhD,2,Technology
6740,AI Consultant,130114,"120,000 - 140,000 USD",Executive,Part-Time,Netherlands,Small,Austria,Bachelor,16,Finance
6741,Research Scientist,70439,"60,000 - 80,000 USD",Mid-level,Part-Time,South Korea,Large,Norway,PhD,4,Energy
6742,ML Ops Engineer,77703,"60,000 - 80,000 USD",Entry-level,Freelance,Norway,Medium,United Kingdom,Associate,1,Gaming
6743,Machine Learning Engineer,186847,"More than 180,000 USD",Executive,Freelance,Finland,Large,Switzerland,Bachelor,12,Technology
6744,AI Product Manager,90718,"80,000 - 100,000 USD",Senior,Part-Time,India,Medium,India,Associate,7,Retail
6745,NLP Engineer,134215,"120,000 - 140,000 USD",Executive,Full-Time,Israel,Small,Israel,Bachelor,11,Media
6746,AI Product Manager,172119,"160,000 - 180,000 USD",Senior,Freelance,Switzerland,Medium,Finland,Master,9,Gaming
6747,Data Scientist,142391,"140,000 - 160,000 USD",Executive,Part-Time,Singapore,Small,Netherlands,Master,18,Retail
6748,Head of AI,199237,"More than 180,000 USD",Executive,Freelance,Austria,Large,Canada,Associate,18,Education
6749,Data Scientist,170952,"160,000 - 180,000 USD",Executive,Freelance,Japan,Large,Japan,Bachelor,17,Manufacturing
6750,Principal Data Scientist,268106,"More than 180,000 USD",Executive,Contract,Norway,Small,Sweden,Associate,19,Consulting
6751,ML Ops Engineer,149540,"140,000 - 160,000 USD",Executive,Freelance,Ireland,Small,Germany,PhD,12,Media
6752,AI Consultant,49712,"40,000 - 60,000 USD",Entry-level,Freelance,France,Small,France,PhD,0,Transportation
6753,AI Consultant,74333,"60,000 - 80,000 USD",Entry-level,Full-Time,Australia,Large,Australia,Master,1,Real Estate
6754,Machine Learning Engineer,112518,"100,000 - 120,000 USD",Mid-level,Full-Time,Switzerland,Medium,Switzerland,Master,3,Finance
6755,AI Research Scientist,105530,"100,000 - 120,000 USD",Entry-level,Freelance,Denmark,Large,Denmark,PhD,1,Consulting
6756,AI Architect,247271,"More than 180,000 USD",Senior,Full-Time,Switzerland,Large,Switzerland,Bachelor,5,Energy
6757,Autonomous Systems Engineer,123036,"120,000 - 140,000 USD",Mid-level,Full-Time,Switzerland,Large,Canada,Master,2,Technology
6758,Robotics Engineer,107419,"100,000 - 120,000 USD",Senior,Full-Time,China,Medium,China,Associate,9,Automotive
6759,AI Consultant,115197,"100,000 - 120,000 USD",Entry-level,Freelance,Norway,Large,Norway,PhD,0,Energy
6760,Autonomous Systems Engineer,52222,"40,000 - 60,000 USD",Mid-level,Full-Time,Japan,Small,South Korea,Associate,2,Real Estate
6761,Head of AI,145071,"140,000 - 160,000 USD",Executive,Freelance,Germany,Small,Norway,PhD,12,Telecommunications
6762,Deep Learning Engineer,201599,"More than 180,000 USD",Executive,Contract,United Kingdom,Large,United Kingdom,Bachelor,16,Education
6763,AI Specialist,84329,"80,000 - 100,000 USD",Mid-level,Contract,Finland,Large,Finland,PhD,4,Automotive
6764,Machine Learning Researcher,50385,"40,000 - 60,000 USD",Mid-level,Freelance,Japan,Small,Japan,PhD,2,Media
6765,ML Ops Engineer,144304,"140,000 - 160,000 USD",Senior,Contract,United States,Large,United States,Bachelor,6,Technology
6766,Computer Vision Engineer,95195,"80,000 - 100,000 USD",Mid-level,Full-Time,United Kingdom,Small,United Kingdom,Bachelor,2,Manufacturing
6767,Computer Vision Engineer,98983,"80,000 - 100,000 USD",Mid-level,Contract,Canada,Medium,Canada,Master,3,Healthcare
6768,Machine Learning Researcher,59612,"40,000 - 60,000 USD",Entry-level,Contract,Sweden,Large,Sweden,Master,0,Automotive
6769,Machine Learning Researcher,174422,"160,000 - 180,000 USD",Executive,Contract,Canada,Small,Canada,Associate,17,Media
6770,Data Engineer,92239,"80,000 - 100,000 USD",Mid-level,Freelance,Germany,Medium,Germany,Bachelor,4,Energy
6771,AI Software Engineer,67902,"60,000 - 80,000 USD",Entry-level,Part-Time,Netherlands,Small,United States,PhD,0,Automotive
6772,AI Consultant,97627,"80,000 - 100,000 USD",Senior,Part-Time,Canada,Small,Canada,Bachelor,7,Healthcare
6773,AI Software Engineer,186282,"More than 180,000 USD",Executive,Full-Time,Sweden,Large,Sweden,Bachelor,16,Media
6774,Robotics Engineer,64266,"60,000 - 80,000 USD",Mid-level,Freelance,Austria,Large,Sweden,Master,2,Real Estate
6775,ML Ops Engineer,69232,"60,000 - 80,000 USD",Entry-level,Full-Time,Sweden,Medium,Sweden,Master,1,Technology
6776,AI Specialist,175308,"160,000 - 180,000 USD",Senior,Part-Time,Norway,Small,Norway,Master,6,Education
6777,AI Specialist,51258,"40,000 - 60,000 USD",Entry-level,Freelance,Canada,Medium,United States,Master,1,Gaming
6778,Data Scientist,73171,"60,000 - 80,000 USD",Entry-level,Full-Time,United States,Large,United States,PhD,1,Healthcare
6779,AI Research Scientist,122049,"120,000 - 140,000 USD",Senior,Part-Time,Sweden,Small,Sweden,Master,6,Media
6780,AI Research Scientist,130846,"120,000 - 140,000 USD",Senior,Part-Time,Singapore,Medium,Singapore,Bachelor,5,Finance
6781,NLP Engineer,81308,"80,000 - 100,000 USD",Entry-level,Part-Time,Denmark,Medium,Australia,Master,0,Consulting
6782,Autonomous Systems Engineer,171409,"160,000 - 180,000 USD",Executive,Contract,China,Medium,China,Master,10,Retail
6783,AI Specialist,82293,"80,000 - 100,000 USD",Entry-level,Freelance,Norway,Medium,Norway,Master,0,Gaming
6784,AI Research Scientist,64384,"60,000 - 80,000 USD",Mid-level,Contract,South Korea,Small,South Korea,Associate,4,Retail
6785,Data Scientist,45557,"40,000 - 60,000 USD",Entry-level,Part-Time,India,Medium,India,PhD,0,Transportation
6786,Computer Vision Engineer,63717,"60,000 - 80,000 USD",Mid-level,Freelance,Austria,Large,Australia,Associate,3,Retail
6787,AI Research Scientist,102946,"100,000 - 120,000 USD",Senior,Part-Time,Austria,Medium,France,Master,7,Manufacturing
6788,AI Consultant,110938,"100,000 - 120,000 USD",Mid-level,Freelance,Norway,Small,Norway,Associate,3,Finance
6789,Data Scientist,54487,"40,000 - 60,000 USD",Entry-level,Full-Time,Singapore,Medium,United States,PhD,0,Media
6790,Data Scientist,240076,"More than 180,000 USD",Executive,Freelance,Singapore,Small,Singapore,Bachelor,18,Media
6791,AI Consultant,157575,"140,000 - 160,000 USD",Senior,Part-Time,Netherlands,Large,Netherlands,PhD,6,Telecommunications
6792,Autonomous Systems Engineer,51979,"40,000 - 60,000 USD",Entry-level,Full-Time,South Korea,Large,Ireland,Associate,0,Consulting
6793,Head of AI,69641,"60,000 - 80,000 USD",Entry-level,Contract,Singapore,Small,Singapore,Bachelor,0,Automotive
6794,Research Scientist,99007,"80,000 - 100,000 USD",Mid-level,Contract,Germany,Large,Germany,PhD,2,Retail
6795,Computer Vision Engineer,67267,"60,000 - 80,000 USD",Mid-level,Full-Time,Ireland,Large,Ireland,PhD,3,Media
6796,Machine Learning Engineer,149254,"140,000 - 160,000 USD",Executive,Part-Time,Finland,Medium,India,Associate,15,Manufacturing
6797,Head of AI,155281,"140,000 - 160,000 USD",Senior,Freelance,Denmark,Medium,Singapore,Bachelor,5,Retail
6798,Machine Learning Researcher,81131,"80,000 - 100,000 USD",Mid-level,Part-Time,Australia,Small,Australia,Master,3,Gaming
6799,ML Ops Engineer,62124,"60,000 - 80,000 USD",Mid-level,Part-Time,India,Medium,India,Master,3,Real Estate
6800,Data Engineer,97775,"80,000 - 100,000 USD",Senior,Freelance,Austria,Large,Austria,Bachelor,6,Government
