ID_cleaned,AWS,Azure,Docker,GCP,Git,Hadoop,Java,Kubernetes,MLOps,MLP,PyTorch,Python,R,SQL,Scala,PySpark,Tableau,Tensorflow
6678,,,,140906,,,,,,,,,,,140906,,,
6679,,148802,,148802,,,,,,,148802,,,,,,148802,
6680,,,,,,,98009,,,,,98009,,,,,98009,
6681,,,,97293,,,97293,,,,,,,97293,,,,97293
6682,,,,,,,107382,,,,,,107382,,,,,107382
6683,,,126912,,126912,,,,,,,126912,,,,,,
6684,,,237127,,,237127,,,,,,237127,,,,237127,,
6685,,,,,,,65660,65660,,,,,,,65660,,,
6686,,,,76935,,,,,,,,,,,,76935,,76935
6687,,,,,,,,,,133778,,133778,,133778,,,,
6688,,,,,,111828,,,,,,,111828,,,,,
6689,,,,,,,,,135800,,,,,135800,,,135800,
6690,,77800,,,,,,,,,,77800,,,77800,,,
6691,,,,,,,,82514,,,82514,,,,,,,
6692,,,96218,96218,96218,,,,,,,96218,,,96218,,,
6693,,,,,,,69202,,,,,,69202,,,69202,,
6694,245116,,,,,,,,,,,,245116,,,,,
6695,,,,,156865,,,,,156865,,156865,,,,,,
6696,,,,,,,163339,,,,163339,,,,,,163339,
6697,85248,85248,,,85248,85248,,,,,,,,,,85248,,
6698,,205825,,,205825,,,,,,,,,205825,,,,
6699,,,,,87726,,,87726,,,,,,,,,,87726
6700,85579,,,,,,,,,,,,85579,,,,,
6701,,96160,,,,,,96160,,,,,,,,96160,,
6702,,83312,,,83312,,,,,,,,,,83312,,,
6703,,,203604,,,,,,203604,,,203604,,,,,,203604
6704,274952,,,,,,,,,,,,,,274952,,274952,
6705,,,,,,,,48639,48639,,,,48639,,,,,
6706,,,,,,,,50734,,,,,,,,,50734,
6707,,90518,,,,,,90518,90518,,,,,,,,,
6708,,,,72406,,,,,72406,72406,,,72406,,,,,72406
6709,,,103320,,103320,,,,,,,103320,,,,103320,,
6710,,,,,,,,,,,91541,91541,,91541,,,,
6711,,,,,,164280,,,,,164280,,,,,,,
6712,,,94130,,,,,,94130,,94130,,,,,,,
6713,,,,,88881,,,,88881,,,88881,,,,,,88881
6714,,,,,107835,107835,,,,,,,,107835,,,,
6715,,69851,69851,,69851,,,,,,,69851,,,,,69851,
6716,,87131,,,,,,,,,,,87131,,,,,
6717,,,,,,,67124,,,,,,,,,67124,67124,
6718,,,,50229,,,50229,,,,,,,,,,,
6719,,,,,,,,,,,,,328260,328260,,,,
6720,,263998,,263998,,,,,,263998,,,,,,263998,,
6721,,,,,,85666,,,,,,,,,85666,,,
6722,,,,,,88829,,,,,,88829,,,,88829,,
6723,,103615,103615,,,,103615,103615,,,,,,,,,,
6724,,,,,66866,,,,,,66866,,,66866,66866,,,
6725,53108,,,53108,,,,,,53108,,53108,,,,,,
6726,,,,,,,,180664,,,,180664,,,,180664,,
6727,,163874,,,163874,163874,163874,,,,,,,163874,,,,
6728,,59767,,,,,59767,,,,,,,,,,,
6729,,,122064,,,,,,,,,,,,122064,,,
6730,78183,,78183,,,,,,,,,,,,,,,
6731,,,132374,,,,,,,,,,,,132374,132374,,
6732,,,,165442,,,165442,,,,,165442,,,,,,
6733,,,,,,195657,,,,,195657,,,,,,,195657
6734,76253,,,,,,76253,,,,,,,,,,,
6735,,,,74095,,,,,74095,,,74095,,,,,,74095
6736,,,,,,,169060,,,,,169060,,,,,,
6737,,,,,107151,,,,,,,,,,,,107151,107151
6738,,,76031,,,,,,,,,76031,,,,,,
6739,,,,,,,,,,,,,,,,62867,62867,
6740,,,,,,,,,,,130114,,130114,,,130114,,
6741,,,,,70439,,,70439,,,,70439,70439,,,,70439,
6742,,77703,,,,77703,,,,,,77703,,,,,,77703
6743,186847,,,,,,,186847,,,,,,,,,,
6744,,,90718,,,,,,,,,,,,90718,,,
6745,,,,134215,,,,,,,,,,134215,,,,
6746,,,,,,,172119,,,172119,,172119,,,,,,
6747,,,,,,,,142391,,,142391,142391,,,,,,
6748,,199237,,,,199237,,,,,,199237,,,,,,
6749,,,170952,,,,,170952,,170952,,,170952,170952,,,,
6750,,,,,,,,,,,268106,,,,,,,
6751,149540,,,,,,,,,,,,,149540,,149540,,
6752,,,,,49712,,,49712,,,,,,,,,,
6753,74333,,74333,,,74333,,,,,,74333,,,,,,
6754,,,,112518,,,,,,,,112518,,,,,,112518
6755,,,105530,,,,,,105530,,,,,,,,,
6756,,247271,,,,,,,,,,,,,,,,
6757,,,,,,,,,,123036,,123036,,,,,,
6758,107419,,107419,,,107419,,,,,,,,,107419,107419,,
6759,,,,115197,,,,,,,,,,115197,,,,
6760,,52222,,,,,52222,,,,,52222,52222,,,,,
6761,,,,,,,,145071,145071,145071,,,,,,,,
6762,,,201599,,,,,201599,201599,201599,,,,,,,,
6763,,,,,,,,,,,,,,84329,,,,
6764,,,,,,,,,,50385,,,,,,,50385,
6765,,,,,,,,,,,,144304,,,,,144304,144304
6766,,,,,95195,95195,95195,,,,,,,,,,,
6767,98983,,,,,98983,,,,,,98983,,,,,,
6768,,,,59612,,59612,,,,,59612,,,,,,,
6769,,,,,,,,174422,,,,,,174422,,174422,,
6770,,,,,,,,92239,,,,,92239,92239,,,,92239
6771,,67902,,67902,,,,,,,,,67902,,,,,
6772,,,,,97627,,97627,,97627,,,,,,,,,
6773,,,186282,,186282,,186282,,,,,186282,,,,,,
6774,,,,,,,,64266,,,64266,,,,,,64266,
6775,,,,,69232,69232,,,,69232,,,,69232,,,,69232
6776,,,,175308,175308,,,,,,,,,,,,,175308
6777,,,,,,,,,51258,,51258,,51258,,,,51258,
6778,,,,,,,,73171,,73171,73171,,,,,,,
6779,,122049,122049,,,,,122049,,,,,,,,,,
6780,,,130846,,,,,130846,,,,,,,,,,130846
6781,,81308,,,,,,,,,,,,,81308,,,81308
6782,,,,171409,,,171409,,,171409,,,,,,,,
6783,,,,,,,,,,,82293,,,82293,,,82293,
6784,,,64384,,,,,,,,64384,,64384,64384,,,,
6785,,,,,,,45557,45557,,,45557,,,,,,,
6786,,63717,,,,,,,,,63717,63717,,,,,63717,
6787,,,,,,102946,,102946,,,,,,,102946,,102946,
6788,,,,,110938,,,,,,,,,110938,,,110938,110938
6789,,,,,,,,54487,,,,,,,,,54487,54487
6790,,,,,,,,240076,,,,,,,,,,
6791,,,,,,,,,,,,157575,157575,,,157575,,
6792,,51979,,,,,,,,,,,,,,51979,,
6793,,,,,69641,,,,,69641,69641,69641,69641,,,,,
6794,,,,,99007,,,,,,,,,,99007,,,
6795,,,,,67267,,67267,,67267,,67267,,,,,,,
6796,,,,149254,,,149254,,,,,,,,,,,
6797,,,,,,,,,,,,155281,,155281,,,,
6798,,,,,,,81131,,,,,,,81131,81131,,,
6799,,,,,,,,,,,,,62124,,62124,62124,,
6800,,,,,,,,,,,,,97775,,,,,
6801,,113568,,,,,,,113568,,,,,,,,,
6802,,,,,,,,,,,58988,58988,,,,,,58988
6803,,,,,,,,,161648,,,161648,,,,,,161648
6804,,,,,,,,,80147,,,,,,,,,
6805,,,95646,,,,,,,,,95646,,,,,,95646
6806,,,,,137712,,,,,,,,,137712,,,,
6807,,,,71599,,,,,71599,,,,,,,,,71599
6808,,,,,,,,,,,200600,,,,,,,
6809,,,,,,,,,,101814,101814,,,101814,,,,
6810,,,,66362,,,,,66362,,,,,66362,,,,
6811,,,135589,,,,,135589,,,135589,135589,,,,,,135589
6812,,42004,,,,42004,,,,,,42004,,42004,,,,
6813,,,,,,126054,,,,,,126054,,,,126054,,
6814,,,,,,,141799,,141799,,,,,141799,,,,
6815,,,,,,,100128,,,,,,100128,,,,100128,
6816,,,,,,,,76629,76629,,,,,76629,,,,
6817,,,,,,,,,,,,,,52575,,,,
6818,,,,,,,149691,149691,,,,,,149691,,,,
6819,,54907,,,,,,,,,,,54907,54907,,,,54907
6820,,,,,,,,,,,,,,228761,,,,
6821,,,162134,,,,,162134,,,,162134,162134,,,,,
6822,,,,,97538,97538,97538,,,,,,,97538,,,,
6823,,,,,163381,,,,,,,,163381,,,,,
6824,,,,,,,,,94529,,94529,94529,,,,,,94529
6825,,,55725,,,,,,,,,,55725,,,,,
6826,,267215,,,,,,,,,,,,,267215,,,
6827,,,,,,,,197931,197931,,,,,,197931,197931,,
6828,,,,,137900,,,,,,,137900,,,,,,137900
6829,,,,,,,,,,,83929,,83929,,,,83929,
6830,,,216227,,216227,,,,216227,,,,,,,,,
6831,,,,,173425,,,,,173425,,,,173425,,,,
6832,,,233862,,,,,,,,233862,,233862,,,,,
6833,,,110678,,,,,,110678,,,,,,,110678,110678,
6834,,,,97017,97017,,,,,,,,,,,,,
6835,51383,,,,,,,,,,,51383,,,,,,51383
6836,,,,42188,,,,,,,42188,,,42188,,42188,,
6837,65329,,,,65329,,,,,,,,,,,,,
6838,,,196404,,,,,,,,,,,,196404,196404,,
6839,,,,,,,,,,,,,,,80021,,,
6840,,,,,,,152442,,152442,,,152442,,,,,,
6841,,,,,,,,,,,,138403,,,,,,138403
6842,66443,,,,,66443,,,,,,,,,,,,66443
6843,,,,,,,,135299,,135299,,,135299,,,,,
6844,128209,,,128209,128209,,,128209,,,,,,,,,128209,
6845,,,,86408,,,,,,,86408,,,,,,86408,
6846,,115052,,,,,,,,115052,,115052,,,,,115052,
6847,,,,,,,,,,33804,33804,,,33804,,,,
6848,,,,,,90572,,,,90572,,,,,,,90572,
6849,,,,,,,,,,,98968,,,,98968,,,
6850,,,,,,,65296,,,,,,,,,,65296,
6851,,,,,,,97307,,,,,,,97307,,,,
6852,,89246,,,,,,,,,89246,,,89246,,,,
6853,,,,113254,113254,,,,,,,,,113254,113254,113254,,
6854,,,,,,,,,,,,,105084,105084,,,105084,
6855,,,60401,,,,,60401,,,,,,,,,,60401
6856,,,,,,,,,,,,,,,,123730,,123730
6857,,57169,,,,,,,,,,,57169,,,57169,,57169
6858,130727,130727,,,,,,130727,,,,,,130727,,,,130727
6859,,256966,,,256966,,,,,,,256966,,,256966,,,
6860,72663,,,,,,,,,,,72663,,,,,,
6861,,57892,,57892,57892,,,57892,,,,,,,,,,
6862,,,,,,,235424,,,,,,,,,,,
6863,,,,,,,,,152491,,,,,,152491,,,152491
6864,,,,117720,,117720,,,,,,117720,,,,,117720,
6865,,,145834,,,,,,,,,145834,,,,,,
6866,,,,,,,63289,,63289,,,,,,,,,
6867,,78060,,,,78060,,78060,,,,,,,,,,
6868,,,,,,,,160195,,,,160195,,,160195,160195,,
6869,172544,,172544,,,,172544,,,,,,172544,,172544,,,
6870,43218,,,,,,,,43218,,43218,,43218,43218,,,,
6871,,,,,146162,,,,146162,,,146162,,,146162,,,
6872,,,,,,,,,59763,,,59763,,,,,,
6873,,,,,174326,,,,,174326,174326,,,,,,174326,
6874,,,233158,233158,,,,,233158,,,,,233158,,,,
6875,,,,,,,,76830,,76830,,,,,,76830,,
6876,,89822,,,,,,,,,89822,,,89822,,,,
6877,121014,,121014,,,,,,121014,,,,,,,121014,,
6878,,,,,,,,,,,,201055,,,,,,201055
6879,84302,,84302,,84302,,,,84302,,,,,,,84302,,
6880,,,,225505,,,,,,225505,,225505,,,,225505,,
6881,,,,,,,,,72272,,,,,,,,,
6882,97608,,,,,,,,,97608,,,,,,,,97608
6883,,83754,,,,83754,,,,,,,83754,,,,,
6884,,,,,60780,60780,,60780,,,,,,,,,,
6885,,,,,,,,,,,,151161,,,,,,
6886,,,,,,,,85261,,85261,,,,,,,,
6887,,,,,103737,,,103737,,,103737,103737,,,,,,
6888,52362,,,,,52362,,,,,52362,,,,,,,
6889,,,,,,,,,105572,,,105572,,,,,,105572
6890,,,,,,,,,,,,98182,,,98182,,98182,
6891,,,,,113053,,113053,,,,113053,,,,,,113053,113053
6892,,,,,,,,133412,,,133412,,,,,133412,133412,
6893,,,,,,,,,,,75895,,,,,,75895,75895
6894,,,,,,,,,,,257296,257296,,,,,,257296
6895,,,,,,,,,126342,,,126342,,126342,,,,126342
6896,,145559,,,,,145559,,,,,,,145559,,145559,,
6897,,,,,,,,99724,,,99724,,,99724,,,,
6898,,,,,,,,,,,,,65801,,65801,,,
6899,73899,,,73899,,,,,,,,73899,,,,,,73899
6900,,125706,,,,,,,,,,125706,,125706,,,,
6901,,,,,,,,,,,,95822,,,95822,,,95822
6902,,,,,,,,114608,,,114608,,,,,,,
6903,,,74408,,,,74408,,,,74408,,,,,,74408,
6904,,45507,,,45507,,,,,,45507,,,,,45507,,
6905,,,,,,,,,,,,129224,,,129224,,129224,
6906,,,,,,38781,,,38781,,,38781,,,,,,38781
6907,,,,,78557,,78557,78557,,,,,,,,,,
6908,,,,,80389,,,,,,,80389,,,80389,80389,,
6909,,,,,,141349,,,141349,,,,,141349,,,,
6910,,,,,,,83994,83994,,,,,,,,,,
6911,,,146889,,146889,,,,,,146889,,146889,,,,,
6912,,,,,101087,,,101087,101087,,,,,101087,,,,
6913,,,,105571,,,,105571,,,105571,,,,,,,
6914,,,111195,,,,,111195,,,,,111195,,,,,
6915,,,,,,,,,,,,,,,,,47073,47073
6916,,187698,,187698,,,,187698,,,,187698,,,,,,
6917,,,,,,58026,,58026,,,,,,,,,,58026
6918,,,,62788,,,,,,,,62788,,,,,,
6919,,,,,,,,,,,,154530,,,,154530,,154530
6920,,,,123172,,,,,,,,,123172,123172,,,,
6921,70163,,70163,,,,,,,,70163,,,70163,,,,
6922,,,,,,,,,,,,,,,47244,47244,,
6923,103559,,,103559,,103559,,,,,,103559,103559,,,,,
6924,,,,,,136719,,,136719,,,,,,136719,136719,,
6925,,212170,212170,,,,,,,,,,,,,,212170,
6926,,,,168619,,,168619,,,,168619,,,168619,,,,
6927,,,,,,,,,74941,,,74941,,,,74941,74941,
6928,,,,,,,,,,,,127028,,,,,,127028
6929,,68975,,,68975,,,68975,,,,68975,,,,,,
6930,,,,,,,,,,,,,,107230,,,107230,
6931,,,200260,,,,,,,200260,200260,,,,,,,
6932,,,,,,,,,,,,76845,,,,,,76845
6933,,,,,,,,91357,,91357,,,,91357,91357,,,
6934,,74956,,74956,,,74956,,74956,,74956,,,,,,,
6935,,,,,,77688,,77688,,,,,,77688,,,,77688
6936,,,254532,254532,254532,,,,,,,,,,,,254532,
6937,,,,,55604,,,,,,,,,,55604,,,
6938,,,65785,,,,,65785,,,,,65785,,65785,,,
6939,345399,,,,,,,,,,,345399,,,,,345399,
6940,,,,,,,,,,,,,88041,,88041,,88041,
6941,,,,99546,,,99546,,,,,,,,,,,99546
6942,,80527,,,,80527,,,80527,,,80527,,,80527,,,
6943,47400,,,,47400,,,,,47400,,,,47400,,,,
6944,,,,,,,,,,,,,81817,,,,,
6945,,91384,,,,91384,,91384,,,,,,,,,,91384
6946,,,,,,,,,,,148326,,,148326,,,148326,
6947,61707,,,,,,,61707,,,,,61707,,,,,
6948,,,,,,69265,,,,69265,,,,,,,,69265
6949,,,145735,,,,,,145735,,,145735,,,,,,
6950,,71304,,,,,,,,,,,,71304,71304,,,
6951,,,,,,222198,,,,,,222198,,,,,,
6952,81473,,,,,,,,81473,,,,,,,,,
6953,,,,,,,,,66925,,,66925,,,,66925,,
6954,,,,,,,,,,,,,,,,111857,111857,111857
6955,,,,71615,71615,71615,,,,71615,,,,,,,,
6956,,,,,37004,,,37004,,,,,37004,,,,,
6957,,,67679,,,,,,,,,67679,,,,,,
6958,,,,,,,,,,,,98323,,,,,,98323
6959,,,,,,66890,,,,,,,,,,66890,66890,
6960,,,,,,34254,,,,34254,34254,,,34254,,,,
6961,,,,,,,,,,,108680,,,,,108680,,
6962,,,,156553,,,,,,,,156553,,,,,,156553
6963,,,,,,,,,,76580,76580,,,,76580,,,
6964,,,,,,,107260,,,107260,,,107260,,,107260,,
6965,,,,,253076,,,,,253076,,,253076,253076,,,,
6966,,,,,,,,,,151030,,,151030,,,151030,,151030
6967,,67664,,,,,,,,,,,,67664,,,67664,
6968,,,,65441,,,,,,,,,,,65441,,,
6969,,,,,,,,,69554,,,69554,,,69554,,,
6970,180580,,,,,,,,,,180580,180580,180580,,180580,,,
6971,,,,,,,216814,216814,,,,216814,,,,,216814,
6972,,,,59594,,,,59594,,59594,,,,,,,,
6973,,,,,,,,,,155806,,,,,155806,,,155806
6974,,138630,,,,,138630,,,,,138630,,,,,,
6975,,,,,51596,,,,,,,,,,,,,
6976,,,,,,,,,,,134033,,,,,,,134033
6977,,,,,,,,,265032,,265032,,,,,,,265032
6978,,,,,123743,,,,,,,,,,123743,123743,,
6979,,,,,,,,,,,,161413,161413,,,161413,,
6980,,,,,84655,,84655,,,,,,84655,84655,,,,
6981,,,,,116899,,,,116899,,,116899,,,,,,
6982,,,,,53427,,,,,,53427,,,,,,,53427
6983,,,,,,,,171533,,,,171533,171533,,,,171533,
6984,,,,,,,80591,,,,,80591,,,80591,,80591,
6985,,,,124681,,,,,,,124681,,,124681,,124681,,
6986,,,,,,,,,123565,123565,,,123565,,,,123565,
6987,,,,,,,,,,51369,,51369,,,,51369,,
6988,,,,,,,,,,,46307,46307,,,,,,
6989,,,,131397,,,131397,131397,,,,,,,,131397,,
6990,,,,,,,,86866,86866,,,,,,,,,
6991,,,,,,,,,,,,,,112437,,,112437,
6992,,,,,,,,,,,,,,48555,,,,
6993,,,185228,,,,,,,,,185228,,,,,185228,185228
6994,,,,,130725,130725,,,,,,,,130725,130725,,,
6995,,,84899,,,,,,,,,,,,,,,
6996,90698,,,,,,,,90698,90698,,,,,,,,
6997,,,,,,,,,,,,,,42723,,,,
6998,,194415,,,,194415,,,,,,,,,,,,
6999,,,,,,,,,,55666,55666,,,,,,,55666
7000,,,,,,,,45357,,,45357,,,,,,,45357
7001,,,,,,,,,,118243,,118243,,,,,,
7002,,83190,,,,,83190,,,,,83190,83190,,,,,
7003,,,,39623,,,39623,,,,,,,,39623,39623,,
7004,,,,,,115201,,,,,,115201,,,,,115201,
7005,,,,,,,,89865,,,,,,89865,,89865,,
7006,,,,,,127791,,,,,,,,,,127791,127791,
7007,,,,,,,,,,,69867,,,69867,,,,
7008,,,,43768,,,,,,,,43768,,43768,43768,,,
7009,,,,77837,,,77837,,,,,77837,,,,77837,,77837
7010,,,,,,,,,,,,,,,64883,,64883,
7011,,,193087,,,,,,193087,,,193087,,,,,,
7012,,,,80531,,,,,,,,80531,,,,80531,,80531
7013,,270089,,,,,,,,,,270089,,,,,,270089
7014,,,,,,,,,,,,,,,52287,,,52287
7015,,119633,,,,,,119633,,,119633,119633,,,,,,
7016,,,145267,,,,,,145267,145267,,,,145267,145267,,,
7017,,,,,132273,,,,,132273,,132273,,132273,,,,
7018,,,,,,,,,,,,126627,126627,,,,,
7019,324312,,324312,,,,,,,,,324312,,,,,324312,
7020,,,,102549,,,,,,,,102549,,102549,102549,,,102549
7021,,,,,,71252,,,,,71252,,,71252,,,,
7022,,292604,292604,,,,292604,292604,,,,,,,292604,,,
7023,,109995,,,,,109995,109995,,,,,,109995,,,,109995
7024,,,,,,,,,97808,,97808,,,,,97808,,97808
7025,,,,,,,,55495,55495,,,55495,,,,,,55495
7026,,,,,,,,,,101027,101027,,,,,,,
7027,,,,,115661,,115661,,,115661,,115661,,,115661,,,
7028,,,,,,,,,,71060,71060,,,,71060,,71060,71060
7029,,,,,,,,,,,,78433,,,78433,,,78433
7030,,,,,,,243039,,,243039,,243039,,,,,,
7031,,53669,,,,,53669,,,53669,,,,,,53669,,
7032,,,49963,,,,,,49963,49963,,49963,,,,,49963,
7033,,,,,,,,63638,,,,,,,,,63638,
7034,,,,,156716,156716,156716,156716,,,,156716,,,,,,
7035,,108388,108388,,,,,,,,,108388,,,,,,
7036,,,167576,,,,,,,,167576,,,,,167576,,
7037,,,,,66838,66838,,,,,66838,,,,,,,
7038,,,,,,,,80366,,,80366,,,80366,,,,80366
7039,,,,,133070,,,,,,,133070,,,,,,
7040,,137417,,137417,,137417,,137417,,,,,,,137417,,,
7041,,,,,,283158,283158,,,,,,,,283158,,,
7042,,,,,,,110081,,,,,,,,110081,,110081,110081
7043,,,,,,,,176731,,,,,,,,,,
7044,86482,,,,,,,,,,86482,,86482,86482,,,,
7045,,,,,131033,,,,,,,,131033,,131033,,,
7046,,,,292884,,,,,,292884,,292884,,292884,,,,
7047,,,,,,,167334,,,,,167334,,,167334,,,
7048,,,,74333,,74333,74333,,,,,,,,,,,
7049,85937,,,,,,85937,,,,,,,,85937,,,
7050,,,,,111245,111245,,,111245,,,,,,,,,
7051,76286,,,,,76286,76286,,,,,76286,,,,,,76286
7052,236052,,,,,,,,,,236052,,236052,236052,,,,236052
7053,,,,,,,,,,,126420,,,,,,,
7054,,,,,,,,,,,,,,,128469,,,128469
7055,,,,,105132,,,105132,,,,,,,,,,
7056,,,,168657,,,,,,,,168657,168657,,,,,
7057,,,,,,,,,,,,,,,101326,,,
7058,,,,,,,,,,,,66355,,66355,,,,
7059,,,,,,,,,,,,,48920,,48920,,,
7060,,,,,46233,46233,,46233,,,,,,,,,,
7061,,,,,,,,,,,,127606,,,,,127606,127606
7062,94091,,,,,,,,,,,94091,94091,,,,,
7063,,,,,,,39594,,39594,,,39594,,39594,,,,
7064,,,,,,178634,178634,,,,,,,,,,,178634
7065,,,,,128396,,,,,,,,,128396,128396,,,
7066,,,,,,,,,,,,,,,,,,106597
7067,,,,,,172671,,,,,,,,,,,,
7068,,,,,,,,,,,,84638,,,,84638,,
7069,118399,,,,,,,,,,,,,,,118399,,
7070,182387,,,,,182387,,,,,,,,182387,,,,
7071,98982,,,,,,,,,,,98982,,,,,98982,98982
7072,,,,,305527,,,305527,,,,,305527,,,,,
7073,,,,,,,,,115752,,,,,115752,115752,,115752,
7074,,,,,186923,,,186923,,,,,186923,186923,,,,
7075,,,,,74394,,,74394,,,,,,,74394,,74394,
7076,,,,,,,,,,62840,,,62840,,,,,
7077,,,,,,,,200226,,,,200226,200226,,,,,
7078,,,,119281,,,,,,,,,,,,,119281,
7079,,,,,,,,,,,143657,143657,,,143657,,143657,
7080,,,,,,,,203968,,,,203968,203968,,,,,
7081,156254,,,156254,,,,156254,,,,,,156254,,,,
7082,,,,,,,,,86273,,,86273,,,,,86273,
7083,,,,,,,202653,,,,202653,,,,202653,,,
7084,,,,62786,,,,62786,,,,,,,62786,,,62786
7085,,,,,,87805,,87805,,,,,,,,87805,,
7086,,,,,,,87965,,,,,,87965,,,,,
7087,,,89765,89765,89765,,,,,,,89765,,,89765,,,
7088,,,,,,42975,,,42975,,,42975,,,,,,
7089,,,,,220287,,,220287,,,,220287,220287,,,,,
7090,,,,,63549,,,,,,,,63549,,,,,63549
7091,,,,,,,,,,146613,,,146613,146613,,,,
7092,,,,63841,,,,63841,,63841,,,,,,,,
7093,,,,,,,,,,,,,,51605,,,,51605
7094,,,,39309,,,,,39309,,,,39309,39309,,,,
7095,,,,,,210317,,,210317,,210317,,,210317,,,,210317
7096,,,,,,,91046,,,,,91046,,,,,,
7097,,,,,,,156656,,,,,156656,,,156656,,,
7098,,,,,,172122,172122,,,172122,172122,,,,,,,172122
7099,,,107496,,107496,,,,,,,,,,,,,
7100,,,,,,,,191955,,,,,191955,,191955,,,
7101,,,,,224141,,,,,224141,224141,,,,224141,,,
7102,,,,,88109,,,,,,,,88109,,,,,
7103,,,123787,,,123787,,,,,,123787,,,123787,,,
7104,,,,84927,84927,,,,,84927,,,,,,,,84927
7105,,,,,,,,80026,,,80026,,80026,,,,,80026
7106,,114023,,,,,114023,114023,,,,,,114023,,,,
7107,,,,,,,,,,,,,,,46777,,46777,
7108,,,,,206449,,,,,,,,,206449,,206449,,
7109,,,,,,,,93005,93005,,,,93005,,,,,
7110,,,,,,,,186425,,,,,,,186425,,,
7111,,,,,,,,198810,,198810,,198810,,,,,,
7112,,267081,,267081,,,,,,,267081,,,,267081,,,
7113,,,93853,,,,,,,,93853,,,93853,,,,
7114,,,,,,,,,,,,,145969,145969,,,,
7115,,,,133209,,,,133209,,,,,,,,,133209,
7116,,,,,,84398,84398,,84398,,,,84398,,,,,
7117,,188294,,,,,,,,,188294,,,,188294,,,
7118,,158378,,158378,,,,158378,,,,,,,,,,158378
7119,,,,,,95144,,,,,,,,95144,,,,
7120,88939,88939,,,,,,,,,,,,,88939,,,
7121,,,67619,,67619,,,,,,,,,,,,,
7122,39377,,,,,,,,,,,,,,,,39377,
7123,,,,,47355,,,,47355,,,47355,,47355,,,,
7124,,,,156105,,,,,,,,,,,,,,
7125,,,,,,,,,,,,56444,,,56444,,,
7126,,66872,,,,,,,,,66872,,,66872,66872,,,
7127,,,,,,,,,,,,,,,,160879,160879,
7128,,,,,,91810,,,,,,,,91810,,,,
7129,,106527,,,,,,106527,,,,,106527,,,,,106527
7130,,,,62825,,,,,,,,,62825,,62825,,,
7131,,,,,,,,,,,,,,,,,198923,198923
7132,,,,,,113492,,113492,113492,,,,,,,,,113492
7133,,,,,,74644,74644,,74644,,,,,,,,,
7134,,,,,,,,151340,,151340,,,,,151340,,,
7135,,40431,,,,,40431,,,,,,,,40431,,,
7136,,,,,,,,,,,,57761,57761,,,,,
7137,,,,,69973,,,,,,,69973,,,,,69973,69973
7138,,201637,,,,,,201637,,,,,,,,,,201637
7139,,,107015,,,107015,,,,,,107015,,,,,,
7140,,,,,,,,,,85236,,,,,,,,85236
7141,,,,92507,92507,,,,,,,,,92507,,,92507,
7142,,,,,143699,,,,143699,,,,,,,,,
7143,,,,,,,,156521,,,156521,,,156521,,,156521,
7144,,,,,93777,,,,,,93777,,,93777,,,,
7145,,,,,,,,,,,,223297,,,,,,223297
7146,,,,,,,,,,,66587,66587,,,,,,66587
7147,,,,,68223,,,68223,,,68223,,,68223,,,,
7148,,,,,,,,,80884,80884,,80884,,,80884,,,
7149,,,,,87646,87646,,,,87646,,87646,,,,,,87646
7150,,,185517,,,,185517,,185517,,,,,,,,,
7151,,,,,,,,,,,,,,,,,,
7152,62040,,,,,,,,,,,62040,,62040,,,,
7153,,,,72778,,,72778,,,,,,,,72778,,72778,
7154,,,,,,,76784,,,,,,76784,76784,,,,
7155,,,,,212411,,,212411,,,,,,,,,,
7156,,,295466,,,,295466,,,,,,,295466,,,,
7157,,,,,76634,76634,,,,,,76634,,76634,,,,
7158,,,,188112,,,188112,,,,,,,188112,,,,
7159,,,,,47470,,,47470,,,,,,,47470,,,
7160,,149488,,,,,,,,,149488,,,,,,,
7161,,,154550,,,154550,,,,,154550,,,,,,,
7162,,,,118508,,,,,,,,,,118508,,,,118508
7163,,,,,,,,,,,,,104755,,,,104755,104755
7164,,,,,,,72427,,,,,,,72427,72427,,72427,
7165,,,59891,,,,,,,,,59891,,,59891,,,59891
7166,,,,,51605,,,,,,,51605,,,,,51605,
7167,209900,,,,,,,209900,,,,,,,,,,
7168,134902,,,,134902,,,,,,,134902,,,,,,
7169,,,,,130078,,,,,,130078,,130078,,,,,
7170,166159,,166159,,,,166159,,,,,,,,,,,
7171,,,,,,,,,,,,,,54590,,,,54590
7172,,,,,,,,,151986,,,,,151986,,,,
7173,,,,36134,36134,,,,,,,,,,,,,
7174,,,,49957,,,,,,,49957,,,,,49957,,
7175,,52348,,,52348,,,,52348,,,,,,,,,
7176,,,,115655,,115655,115655,,,,115655,,,,,,,115655
7177,,139759,,,139759,,,,,,,139759,,,,,,
7178,,,,,,,,,,,,141336,,,,,141336,141336
7179,,,,,,,63306,,,63306,,63306,,,,,,
7180,55144,,,,,,55144,,,,,,,,55144,,,55144
7181,,,101329,,,101329,,,,,,,,,,,101329,
7182,,,,36071,,,,36071,36071,,36071,,,36071,,,,
7183,,,,,199499,,,,,,,199499,,199499,,,,
7184,285250,,,,,,,,,,,,,,,,,
7185,,,,,,,,,,,,,,58052,58052,,,
7186,,,,,,,,,,,,78689,,78689,,,,
7187,,,,,,128135,,,,,,128135,,128135,,,,
7188,165715,,,,,165715,,,,,,,,,,,165715,
7189,,,,,,,127656,,,,,127656,,,,,,
