ID_cleaned,is_AWS_required_skills,is_Azure_required_skills,is_Docker_required_skills,is_GCP_required_skills,is_git_required_skills,is_Hadoop_required_skills,is_Java_required_skills,is_Kubernetes_required_skills,is_MLOps_required_skills,is_MLP_required_skills,is_PyTorch_required_skills,is_Python_required_skills,is_R_required_skills,is_SQL_required_skills,is_Scala_required_skills,is_Pyspark_required_skills,is_Tableau_required_skills,is_TensorFlow_required_skills
9252,AWS,,,GCP,,,,,MLOps,MLP,,,,,,,,TensorFlow
9253,AWS,,,,,,Java,Kubernetes,,,,,,SQL,,,,
9254,,,,,,,,,,MLP,,Python,,,,PySpark,,
9255,,,,,,,Java,,,,PyTorch,,,,,,,TensorFlow
9256,,,,,,,,,,,,,,,Scala,,Tableau,
9257,,,,,,,Java,,,,,Python,,SQL,,,,
9258,,,,,,,Java,,,,PyTorch,,,,,,Tableau,
9259,,,,,Git,,,,MLOps,,,Python,,,,,,
9260,,,,,Git,,,,,,PyTorch,,,,,,,
9261,,,,,,Hadoop,,,,,,,R,SQL,,,,
9262,,Azure,,GCP,,,,,,,,,,,,,Tableau,
9263,,,,GCP,Git,Hadoop,,,,,,,,,,,,
9264,,Azure,,,,,,,,,,Python,,,,,,
9265,,Azure,,,,,Java,,,,,,,,Scala,,Tableau,
9266,,,,GCP,Git,,,,MLOps,,,,,,Scala,PySpark,,
9267,,,Docker,,,,,,,,,Python,,,,,,TensorFlow
9268,,,Docker,,Git,,,,,,,Python,,,Scala,PySpark,,
9269,,,,,,,,,MLOps,,,,,,,,,TensorFlow
9270,,,,,Git,,Java,,,,,,R,,,,,
9271,,,,,Git,,,,,MLP,,,,,,,,
9272,,,Docker,,,,,Kubernetes,,,,,,,,PySpark,,
9273,,,,GCP,,Hadoop,,,,,,,R,,Scala,,,
9274,,,,,,,,,,,,Python,,,,,Tableau,TensorFlow
9275,AWS,,,,,,Java,Kubernetes,,,,,,,,,,
9276,,,,,,,,,MLOps,,,,,SQL,,,,
9277,,,,,,Hadoop,,,,,,Python,,,,,,TensorFlow
9278,,,,,,,,Kubernetes,,,,,R,,,,,TensorFlow
9279,,,,GCP,,,,,,,,,,,Scala,PySpark,,TensorFlow
9280,,,Docker,,,,,Kubernetes,,,,,,,,,,
9281,,,,,,,Java,,MLOps,,,Python,,SQL,,,,TensorFlow
9282,AWS,,,,,,,,,,,Python,,,,,,
9283,,,,,,,,,MLOps,MLP,,Python,,,Scala,,,TensorFlow
9284,,,,,,Hadoop,,,,MLP,,,,SQL,,,,TensorFlow
9285,,,,,Git,,,,,,,Python,,SQL,,,,
9286,,,Docker,GCP,,,,,,,,,R,,,,,
9287,,,,,Git,,,,MLOps,,PyTorch,,,,,,,
9288,AWS,,,,,,,,,,,Python,,,,,,
9289,,,,,,,,,,,,,,SQL,,,,
9290,,,,,,,,,MLOps,,PyTorch,,,SQL,,,,
9291,,Azure,,,,,,,,,PyTorch,,R,,,PySpark,,
9292,,Azure,,,,,,,,,,,R,,Scala,,Tableau,
9293,,,,,,,,,,MLP,PyTorch,,,,,,Tableau,
9294,AWS,,,GCP,,,,,,,,,R,,,,Tableau,
9295,,,,,,,,,,,,,,,,,Tableau,
9296,,,,,Git,,,,,,,,R,,,,Tableau,
9297,,,,,,Hadoop,,,,,,,,,,,,
9298,,,,,,,,Kubernetes,,MLP,,,,SQL,,,,
9299,,,,GCP,Git,,Java,,,,,,,,,,,
9300,,,,,,,,,,,,Python,,,,,,TensorFlow
9301,,,,,,,,,MLOps,,,,R,,,,,TensorFlow
9302,,,,,,,,,,MLP,,,,,,,,TensorFlow
9303,,,,,,,,,,,PyTorch,,R,,,,Tableau,
9304,,,,,,,,Kubernetes,,,,,R,SQL,,PySpark,,
9305,AWS,,,,,Hadoop,,,MLOps,,PyTorch,,,,,,,
9306,,,,,,,Java,,MLOps,,,Python,,,,,,
9307,,,Docker,,,,,,,,,Python,,,Scala,,,TensorFlow
9308,,Azure,,,,,,Kubernetes,,,PyTorch,,,SQL,,,,
9309,,Azure,,,,,,,,,,,,SQL,Scala,PySpark,,
9310,,,,,,,,Kubernetes,MLOps,,,,,,,,,
9311,,,,,,,Java,,,,,,,SQL,,PySpark,,
9312,,,,,,Hadoop,,,,,,Python,,,,,Tableau,
9313,,,,,,,,,,,PyTorch,,,,,PySpark,,TensorFlow
9314,,,,,Git,Hadoop,,,,,,,,,,,,
9315,,,,,Git,,,,,,,,,SQL,,,,TensorFlow
9316,,Azure,,,,,Java,,,,,,,,,,Tableau,
9317,,,,,Git,,,,,,,,,,,,Tableau,
9318,,,,,,,,Kubernetes,,,,,,,,,Tableau,TensorFlow
9319,,,,,,,Java,,,MLP,,,,,Scala,,,
9320,,,,GCP,,,,,,,PyTorch,,,,,,,
9321,,,,,,,Java,,,,,,,,Scala,,,
9322,,,,,,,Java,,,,,,,,Scala,PySpark,,
9323,,Azure,,GCP,,Hadoop,,,,,,,,,,,,
9324,,,,,,,,,MLOps,,PyTorch,,,SQL,Scala,,,
9325,AWS,,,GCP,,,Java,,,,,,R,SQL,,,,
9326,,,,,,,,Kubernetes,,,,,,,Scala,,Tableau,
9327,,,,GCP,,,,,,,,Python,,,,,,
9328,,,,,,,Java,Kubernetes,,,,Python,,,,,,
9329,,,,,Git,,,Kubernetes,,,,Python,,,Scala,,,
9330,,,Docker,,,,,,,,,,,SQL,,,,
9331,,,,GCP,,,,,,,,Python,,,,,,TensorFlow
9332,,,,GCP,,,,,,MLP,,,R,,,,,
9333,,,,GCP,,,Java,Kubernetes,,,,Python,,,,,,
9334,,,,,Git,,Java,,,,,,,,Scala,PySpark,,
9335,,,,,,,,,,,,,,SQL,,,,TensorFlow
9336,,,,GCP,,,,,MLOps,MLP,,,,,Scala,,,
9337,,,,,,,,Kubernetes,MLOps,,PyTorch,,R,,,,,
9338,,,,,,,,,,,PyTorch,,,SQL,,,,
9339,,,,,,,Java,,,,,Python,,,,,,
9340,,,,GCP,,,,,MLOps,,,Python,,,,,Tableau,
9341,AWS,,,,Git,,,,,,,,,,,,,
9342,,,Docker,,,,,,,,PyTorch,,R,,,,,
9343,,,,,,,,Kubernetes,,,,Python,,,,,,
9344,,,,GCP,,,,Kubernetes,,,,,R,,,,,
9345,AWS,,,,,,,,,,PyTorch,,,,,,Tableau,
9346,,,,,,,,,,,PyTorch,,,,,,Tableau,
9347,,,,,,,Java,,,,PyTorch,,,,,PySpark,,
9348,AWS,Azure,,,,,,,,MLP,,Python,,,,,,
9349,,,,,,Hadoop,,Kubernetes,,,PyTorch,,,,,,,
9350,,,,,,,Java,,,,,,,,,,,TensorFlow
9351,,Azure,,,,,,,,,,,,SQL,,,,TensorFlow
9352,,,,,Git,,,Kubernetes,,,,,,,,,Tableau,TensorFlow
9353,,,,,,,,,,,,,,,,,Tableau,
9354,AWS,,Docker,,,,,Kubernetes,,,,,,,,,,
9355,,,Docker,,,,,,,MLP,,,,,,PySpark,,
9356,,,,,Git,,,,MLOps,,,,,,,,,
9357,,,,,Git,Hadoop,,,,,,,,,,,,
9358,,,,,,Hadoop,,,,MLP,,,R,SQL,,,,
9359,,,,,,Hadoop,Java,,,,,,,,,PySpark,,
9360,,,,,,Hadoop,Java,,,,,Python,R,,,,,
9361,,,,,,Hadoop,,,,,,Python,,,,,,TensorFlow
9362,,,,,Git,,,,,MLP,,,R,,,PySpark,,TensorFlow
9363,,,,,Git,Hadoop,,,,,,,R,,,PySpark,,
9364,,,,,Git,,Java,,,,,,,,Scala,,,
9365,,,,GCP,,,,,,,,,,SQL,,,,
9366,,,,,Git,,,,MLOps,,,,,SQL,,,,
9367,,,,,Git,,,,,,,,,SQL,,,,
9368,,,,,Git,,,,,,,,,,Scala,,,
9369,,,,GCP,,,,,,,,Python,,,,,,TensorFlow
9370,,,,,,,,Kubernetes,,,,,,,,,,
9371,,,,,,,,,,MLP,,,R,,Scala,,,
9372,,,Docker,,,,,,,,,Python,,,Scala,,Tableau,TensorFlow
9373,,,,,,,,,,MLP,,Python,,SQL,,,,TensorFlow
9374,,,,,,,,,,,PyTorch,,R,,,,,
9375,,Azure,,,,Hadoop,,Kubernetes,,,,,,,,,,
9376,,,,,,,,,,,,,,,,PySpark,,TensorFlow
9377,,,,,,,Java,Kubernetes,,,PyTorch,,,,,,Tableau,
9378,,,,,,Hadoop,,,,,PyTorch,,,,,,,
9379,,,,,Git,,,,,,,,,,,,,
9380,,,Docker,,,,,,,MLP,PyTorch,,,,,PySpark,,
9381,AWS,Azure,,,,,,,,,,,R,,,,,TensorFlow
9382,,,Docker,GCP,,,,,MLOps,,,,,,,,,
9383,,,Docker,,,,,,,MLP,,,R,,Scala,,,
9384,,,,GCP,Git,,,,,MLP,,,,SQL,,,,
9385,,,Docker,,,,,Kubernetes,,,,Python,,,,,,
9386,,,,,,Hadoop,,,MLOps,,,Python,,,,,,TensorFlow
9387,AWS,Azure,,,,,Java,,,,,,R,,,,,
9388,,,,GCP,,,,,,,,,,SQL,,,,
9389,,,,,,,Java,,,,,Python,,,Scala,,,
9390,,,Docker,,,,,,,,,,,,Scala,,Tableau,
9391,,,,,,,,,,MLP,PyTorch,,,SQL,,PySpark,Tableau,
9392,,,,,,,Java,,MLOps,,,,,,Scala,,Tableau,
9393,,Azure,,,,,,,MLOps,,PyTorch,,,,,,Tableau,
9394,,Azure,Docker,GCP,,,,,MLOps,,,,,,,,,
9395,,,,,,Hadoop,,,,,PyTorch,Python,,SQL,,,,
9396,,,,,,,,,,,,Python,,,,,Tableau,
9397,,,,GCP,,,,,,,,,R,,,,,TensorFlow
9398,,,Docker,,,,,,,,,Python,R,,,,Tableau,TensorFlow
9399,,,,,,,,Kubernetes,,,,,,,,,,
9400,,,,,,,,,,,PyTorch,,,,Scala,,,
9401,AWS,,,,,,Java,,,,PyTorch,,,,,,,
9402,,,,,Git,,,,,,,Python,,,,PySpark,,
9403,,Azure,,,,,,Kubernetes,,,,Python,,,,,,TensorFlow
9404,,,,,,,,,,,,,,SQL,,,Tableau,
9405,,,,,,,Java,,,,PyTorch,,,,Scala,,,
9406,,,,,,,,,MLOps,,,,,,,,Tableau,TensorFlow
9407,,Azure,,,,Hadoop,,Kubernetes,,,,,,,Scala,,,
9408,,,Docker,,,,,Kubernetes,,MLP,,,,,Scala,,,
9409,,,,,,,,,,,,,R,SQL,,PySpark,,
9410,,,,,,Hadoop,,Kubernetes,,,,,,,,,Tableau,TensorFlow
9411,,,,,,,,Kubernetes,,MLP,PyTorch,Python,,,,,,
9412,,,,,,,,,,MLP,PyTorch,Python,,,,,,TensorFlow
9413,,,,,Git,,Java,,MLOps,,,,,,,PySpark,,
9414,,,,,,,Java,,,MLP,,Python,,,,,,
9415,AWS,,,,,,,,,,,,R,SQL,,,,
9416,,,,,Git,,,Kubernetes,MLOps,,,,,,Scala,,,
9417,,,,,,,,,,,PyTorch,Python,,,,,Tableau,
9418,,,,,Git,,,,,,,Python,,,Scala,PySpark,,
9419,,,,,,Hadoop,Java,,,,,Python,,,Scala,,,
9420,,,,,,,,,,MLP,PyTorch,,,,,PySpark,,
9421,,,,,,,Java,Kubernetes,,,,Python,R,,,,,
9422,,,,,,Hadoop,,,,,,Python,,,Scala,PySpark,,TensorFlow
9423,,,,,,,Java,,,,,Python,,,Scala,,,
9424,,,,,Git,,,,,,,Python,,SQL,,,,TensorFlow
9425,,,,,,,,,MLOps,,,,,,,PySpark,,
9426,,,,,,Hadoop,Java,,,MLP,,,R,,Scala,,,
9427,,,Docker,GCP,,,,,,,,,,SQL,,,Tableau,TensorFlow
9428,,,,,,,,,,,PyTorch,Python,,,,,,TensorFlow
9429,,,,GCP,,,,,,,,,,,,PySpark,,
9430,,,,GCP,,,,Kubernetes,,,,,,SQL,Scala,,,
9431,,,,,,,Java,,,,,Python,,,,,,
9432,,,,,,,,,,,,Python,,,,PySpark,,
9433,,,,,Git,,Java,,,,,Python,,,,,,TensorFlow
9434,,,Docker,,,,,,MLOps,,,,R,,,,,
9435,,,Docker,,,Hadoop,,Kubernetes,,,,,,,,,,
9436,,,Docker,,,Hadoop,,,,,,Python,,,,PySpark,,
9437,,,,GCP,,,,,,,,,R,SQL,,,,
9438,,,,,,,,,MLOps,,,Python,,,,PySpark,,
9439,,,,,Git,,,,,MLP,,Python,,,,,,
9440,,,,,,,,,MLOps,,,Python,,,,PySpark,,TensorFlow
9441,,,,,,,,Kubernetes,,,,Python,,,,,,TensorFlow
9442,,,Docker,GCP,,,,,,,,Python,,,,,,
9443,,,,,,,,,,,,Python,,,,,Tableau,
9444,,,,GCP,,,,,MLOps,,,,,,Scala,,,
9445,,,,,Git,,Java,,,,,Python,,,,,,
9446,,Azure,,,,,,,,MLP,,,,SQL,,,Tableau,
9447,,,,,,,,,,,PyTorch,,R,SQL,,,,
9448,AWS,,,,,,,,,,,,,,,PySpark,,
9449,,,,,,,,,,,,Python,,,Scala,,,
9450,,,,,,Hadoop,,,,,,,,,,,,
9451,,Azure,,,,,,Kubernetes,,,,,,SQL,,,,
9452,,,,,,,,Kubernetes,,,,Python,,,,,Tableau,TensorFlow
9453,,Azure,,,Git,,,,,,,Python,,,Scala,,,
9454,,,,,,,,Kubernetes,,,,Python,,SQL,,PySpark,,
9455,,,,,,,,,,,PyTorch,,R,,Scala,,Tableau,TensorFlow
9456,,,,,,,,,,,PyTorch,,,SQL,,,,
9457,,,Docker,GCP,,,,Kubernetes,,,,,R,,,,,
9458,,,Docker,,,,,Kubernetes,,,,,,SQL,Scala,,,
9459,,Azure,,,,,Java,Kubernetes,,,PyTorch,,,,,,,
9460,,,Docker,,,,,,,,,,,,,,,TensorFlow
9461,,,,,,,Java,Kubernetes,MLOps,,,,,,,,,
9462,,,,GCP,Git,,,,,,,Python,,,,,Tableau,
9463,AWS,,,,,,,Kubernetes,,,,,R,,,PySpark,,
9464,,,,,,,,,,,,,R,,Scala,,,
9465,,,,,,,,,,,PyTorch,,,,,,,TensorFlow
9466,,,Docker,GCP,,Hadoop,,,,,,,,,,,,
9467,,,,,,,,,,MLP,,Python,,,Scala,,,
9468,,,,,,,,,,,,,,SQL,Scala,,,TensorFlow
9469,,Azure,,GCP,,,,,,,,,R,SQL,,PySpark,,
9470,,,,,,,,,,,PyTorch,,,,,,,TensorFlow
9471,,Azure,,,,,Java,,,MLP,,,R,,Scala,,,
9472,,Azure,,,,,,,,MLP,,,,,,,,
9473,,,,,,,,,MLOps,,,,,,,PySpark,,
9474,,,Docker,,,,,Kubernetes,,,,Python,,,,,,
9475,,,,,Git,,,,,,PyTorch,,,,,,,
9476,,,Docker,,,,,,MLOps,,,,,,Scala,,,
9477,,,,GCP,,,Java,,,,,,,,,PySpark,,
9478,AWS,,,,,Hadoop,,Kubernetes,,,,,,,,,,
9479,,,,,,,,,,MLP,,Python,,SQL,,PySpark,,
9480,,Azure,,,Git,Hadoop,,Kubernetes,,,,,,,,,,
9481,,,,,,,,,,,,Python,,,Scala,,,TensorFlow
9482,,,,,,,,,MLOps,,,Python,,,,,Tableau,
9483,,,,,Git,,,,MLOps,,,Python,,,,,,
9484,,Azure,,,,,,,,,,,,,Scala,,Tableau,
9485,,,,,,,,,MLOps,,PyTorch,,,SQL,,,,
9486,,,,,,,Java,Kubernetes,,,,,,,,,,
9487,,,,,,,,,,,,Python,,,,PySpark,,TensorFlow
9488,,,Docker,,,,,,,MLP,,,,,,PySpark,,
9489,,,Docker,,Git,,,,,,,Python,,,,PySpark,,
9490,,Azure,Docker,,,,,,MLOps,,,,,,,,Tableau,TensorFlow
9491,,Azure,,,,Hadoop,,,,,,,,SQL,Scala,,,
9492,AWS,,,,,,,,,,,Python,,SQL,,,,TensorFlow
9493,,,,GCP,,Hadoop,,Kubernetes,,MLP,,Python,,,,,,
9494,,,,,,,,,,MLP,,,,SQL,,,,
9495,,,,,,Hadoop,,,,,,,,,Scala,,,TensorFlow
9496,,,,,,,Java,,,,,,,,Scala,,,
9497,,,,,,Hadoop,,,,,PyTorch,,,SQL,,,,
9498,,Azure,,,,,,,,,,Python,,,,,,
9499,,,,,,,,,,,,Python,,,,,,
9500,,,,,,,,,,,,Python,R,,,PySpark,,
9501,,,,,Git,Hadoop,,,,,,Python,,,,,,
9502,,,,,,,Java,,MLOps,,,,,,,,,
9503,,,,,,Hadoop,,,,,,,R,,,,,
9504,,,,,Git,Hadoop,,,,,,,,,,,,
9505,,,,,Git,,,Kubernetes,MLOps,,,,R,SQL,,,,
9506,AWS,,,,,,,,,,,Python,,,,,,
9507,,,,,Git,,,,,,,,,,,,Tableau,TensorFlow
9508,,,,,,Hadoop,,,,,,,,,,,,
9509,,,,,,,,,MLOps,MLP,,,R,,,PySpark,,
9510,,,,,,,,,MLOps,,,Python,,,,,,TensorFlow
9511,,,,,,Hadoop,,,MLOps,,,,,SQL,Scala,,Tableau,
9512,,Azure,,,,,,,,,,Python,,SQL,,,Tableau,
9513,,,,,,,,,,,,,,,Scala,PySpark,,
9514,,,,,Git,,,Kubernetes,,,,,,,Scala,,Tableau,
9515,,,,,,,,Kubernetes,,,PyTorch,Python,,,,,,
9516,,,,,Git,,,,,,,,,,,PySpark,,TensorFlow
9517,,,,,,,Java,,,,,,,,,,,
9518,,,Docker,,,,Java,,,,,,,SQL,,,,TensorFlow
9519,,,,,,,,,,,,,,,,,Tableau,TensorFlow
9520,,,,,,,Java,Kubernetes,,,,,,,,,,
9521,,,,,Git,,,,,MLP,,,,,,,,
9522,,,,,,,,,,MLP,PyTorch,,,SQL,,,Tableau,
9523,AWS,,,,Git,,Java,,,,PyTorch,Python,,,,,,
9524,,,,,,,,,MLOps,MLP,,,,SQL,,,,
9525,,,,,,,Java,,,,,Python,R,SQL,,,,
9526,,,Docker,GCP,,Hadoop,,,,MLP,,,,,,,,
9527,AWS,,Docker,,,,,,,,PyTorch,Python,,,,,,
9528,,,,,,Hadoop,,,,,,Python,,,,,,TensorFlow
9529,,,,,Git,,,Kubernetes,MLOps,,,,,,,,,
9530,,Azure,,,,,,,,,,Python,,,,,,
9531,,,,GCP,,,,Kubernetes,,,,,,,,PySpark,,
9532,,,,,,,,,MLOps,,,,R,,,PySpark,,
9533,,,,,,Hadoop,Java,Kubernetes,,,,,,,Scala,,,
9534,,,Docker,,Git,,,,,,,,,,,PySpark,,
9535,,,,,,,Java,,,,,Python,,,,,,
9536,,,Docker,,,,,Kubernetes,,,PyTorch,,,,,,,
9537,,,,,Git,,,,,,PyTorch,,,,Scala,,,
9538,,,,,Git,,Java,,,MLP,,Python,,,,,,
9539,,Azure,,,,,,,,,,Python,,,Scala,,,
9540,,,,GCP,,Hadoop,,,,,PyTorch,,,,,,,
9541,,Azure,,GCP,,,,,,,,,,,,,,TensorFlow
9542,,,,,Git,,,,,,,,,SQL,Scala,,,
9543,,,,,Git,,,Kubernetes,,,,,,SQL,,,,
9544,,,Docker,,,,,Kubernetes,,,,Python,,,,,,
9545,AWS,,,,,,Java,,,,,,R,,,,,
9546,,,,,,,,,,,,,,SQL,,PySpark,,
9547,,,,,,,,,,,PyTorch,Python,,,,,,
9548,,,,,,Hadoop,,,,,,,,SQL,Scala,PySpark,,
9549,,,,,,,,Kubernetes,,,PyTorch,,,,,,,
9550,,,,,,,,,,,,Python,,,Scala,,,
9551,,Azure,,,,,,,,,,Python,,,,PySpark,,TensorFlow
9552,,,,,,,,Kubernetes,,,,Python,,,,,,
9553,,Azure,,,,,Java,,MLOps,,,,R,SQL,,,,
9554,,,Docker,,,,Java,,,,,,R,,,,,
9555,,Azure,,,,,,,,,,,,,,PySpark,,
9556,,,,,,,,,MLOps,,,Python,R,SQL,,,,TensorFlow
9557,,,,,,,,,,,,Python,R,,,,,TensorFlow
9558,,,,,Git,,,Kubernetes,MLOps,,,,,,Scala,,,
9559,,Azure,,,,,,,,,,,R,SQL,Scala,PySpark,,
9560,,Azure,,,Git,,,,,,PyTorch,,,,,PySpark,,
9561,,,,GCP,,,,,,,,Python,,,,,,TensorFlow
9562,,,,,,Hadoop,,,,,PyTorch,,,,,,,
9563,,,,,,,,Kubernetes,,,,,,SQL,,PySpark,,
9564,AWS,Azure,,,,,,,,,,,R,,,,,
9565,AWS,,Docker,,,,,,MLOps,,,Python,,,,,,
9566,,,Docker,,,,,,,,,Python,,SQL,,,Tableau,
9567,,,,,Git,,,,MLOps,,,,,,Scala,,,
9568,,,,,,,,,,,,,R,,,,,TensorFlow
9569,,Azure,,,,,,,,,,Python,,,,,Tableau,
9570,,,,,,,,Kubernetes,,,,,R,SQL,,,Tableau,
9571,,Azure,,GCP,Git,,,Kubernetes,,,,,,SQL,,,,
9572,,,,,Git,Hadoop,,,,,,,,,,,,
9573,,,Docker,,Git,,,,,,,,R,,,,,
9574,,,,,,,,,,,,,,,Scala,PySpark,,
9575,,,,,,Hadoop,,,,,,Python,,,,PySpark,,
9576,,,,GCP,,,,,,,PyTorch,,,SQL,,,,
9577,,Azure,,GCP,,Hadoop,,,,,,,,,Scala,,,
9578,,,,,Git,,Java,,,,,,,,,,Tableau,TensorFlow
9579,,,,GCP,,,,Kubernetes,MLOps,,,,,,,,,TensorFlow
9580,,,,,,,Java,,,,,,R,SQL,,PySpark,,
9581,,,,,,,,Kubernetes,,,,Python,,,,,Tableau,
9582,,,,,,,,,,,,,,,,,,
9583,,,,,,,,,,,PyTorch,,R,SQL,,,,
9584,,,,,,,,Kubernetes,,,,,,,,,,
9585,,,,,,,Java,,MLOps,,,,R,,,,,
9586,,,,,Git,,,,MLOps,,,Python,,,,,,
9587,AWS,,,,,Hadoop,Java,,,,,,,,,,,
9588,,,,,,Hadoop,,Kubernetes,,,PyTorch,,,,Scala,,,
9589,,,,,,,,Kubernetes,MLOps,,,,,,,,,
9590,AWS,Azure,,,,,,,,,,,,SQL,,,,
9591,,,,GCP,Git,,,,,,,,,,,,,TensorFlow
9592,,,,GCP,,,,,,,,,,,,PySpark,,TensorFlow
9593,,,,,,,,,MLOps,,,Python,,,,,,
9594,,,,,,,Java,,,,,,,,,,,
9595,,,,,Git,,Java,,,,,,R,,,,Tableau,
9596,,,,,,,,Kubernetes,,,,,,,,,Tableau,TensorFlow
9597,,,,,,,,Kubernetes,,,,Python,,,Scala,,,
9598,,,,,,,,Kubernetes,,,,Python,,,Scala,PySpark,,
9599,,,,,,,,,,,,Python,R,,,,,
9600,,,,,Git,Hadoop,,,,,,Python,,,,,,
9601,,Azure,,,,,,,MLOps,,,Python,,,,,,
9602,AWS,,Docker,,,Hadoop,,,,,,,,,,,,
9603,,,Docker,,Git,,,,MLOps,MLP,,,,,,,,
9604,,,Docker,,Git,,Java,,,MLP,,,,,,,Tableau,
9605,AWS,,,,,Hadoop,,,,,,,,,,,,
9606,,,,,,,,,,MLP,,Python,,,,,Tableau,
9607,,,,,,,,,MLOps,,,,,SQL,,PySpark,,
9608,AWS,,,,,,,,,,,,,SQL,,,,
9609,,,,GCP,,Hadoop,Java,Kubernetes,,,,,,,,,,
9610,,,,,,,,Kubernetes,,,,,,,,,Tableau,
9611,,,,,,,Java,Kubernetes,,,,,,,,PySpark,,
9612,,,,GCP,Git,,,,MLOps,,,,,,,,,
9613,,,,,,,,Kubernetes,MLOps,,,Python,,,,PySpark,,
9614,,,Docker,,,,,Kubernetes,,,PyTorch,,,,,,,TensorFlow
9615,,,Docker,,,,Java,Kubernetes,,,,,,,,,,
9616,,,,GCP,,Hadoop,,,,MLP,,,,,,,,
9617,,,,,,,,,,,,,R,SQL,,,Tableau,
9618,,,,,,,,,,MLP,,,,SQL,,,,
9619,,,Docker,,,,,,,,PyTorch,,,SQL,,PySpark,,
9620,,,,,,,,,MLOps,,,,,,,PySpark,,
9621,AWS,,,GCP,,Hadoop,,Kubernetes,,,,,,,,,Tableau,
9622,AWS,,,,,Hadoop,,Kubernetes,,,,,R,,Scala,,,
9623,,,,,,,Java,,,,,,,SQL,Scala,,,
9624,,,,,,Hadoop,,,,,,,,,Scala,,,
9625,,,,,,,Java,,,,,,R,,,,,
9626,,,,,,,Java,,,,,,,SQL,,,Tableau,
9627,,,Docker,,,,,Kubernetes,,,,,,,Scala,,,
9628,,,,,Git,,,,,,,Python,,,,PySpark,,
9629,,,,,,,,Kubernetes,,,,,,,,,,TensorFlow
9630,,,,,Git,,,Kubernetes,,,,,,,,,,
9631,,,,,,Hadoop,Java,,,MLP,,,,SQL,,PySpark,,
9632,,,,GCP,Git,,,,,,,,,SQL,,,,
9633,,,,,,,,,MLOps,,,,R,SQL,Scala,,,
9634,,,,,,Hadoop,,,,,,Python,,,,,,
9635,,,,GCP,,,,,MLOps,,,Python,,,,,,
9636,,,,,Git,,,,,,PyTorch,,,,Scala,PySpark,,
9637,,,Docker,,,,,,,,,,R,,,,,TensorFlow
9638,,,,,,,,,MLOps,,,Python,,,Scala,,,TensorFlow
9639,,,,,,,Java,,,,PyTorch,,,SQL,,,,
9640,,,,,Git,,,,,,,Python,,,,,,
9641,AWS,,,,Git,,Java,,MLOps,,,,,SQL,,,,
9642,,Azure,,,,,,Kubernetes,,,PyTorch,,,,,,,
9643,AWS,,,,,,,,,,PyTorch,,,,,,,
9644,,,,GCP,,,,,,,,,,,,,,
9645,,,,,,,Java,,,MLP,,,,,,PySpark,,
9646,,,,,,,,Kubernetes,,,,Python,,SQL,,,,
9647,,,,GCP,,,Java,,,,,,R,,,,Tableau,
9648,,,,GCP,,,,,,,,,,SQL,,,,
9649,,,,,,,,,MLOps,,PyTorch,,R,,,,,
9650,,,,,,Hadoop,,,,,,Python,,,Scala,,,
9651,AWS,,,,,Hadoop,,,,,,,,SQL,,PySpark,,
9652,,,,,,,,,,,,Python,R,,Scala,,,
9653,,,,,,,,Kubernetes,,,,,,,,,,
9654,,,,,Git,,,,,,PyTorch,,,,,PySpark,,
9655,,Azure,Docker,,,,,,,,,,,,,,Tableau,
9656,,,,,,Hadoop,,Kubernetes,,MLP,PyTorch,,,SQL,,,,
9657,,,,,,Hadoop,,Kubernetes,,,,,,,Scala,,,
9658,AWS,,,,,,,Kubernetes,,MLP,,,,,,,,
9659,AWS,,,,,,,,,,,,,,Scala,,,
9660,,,Docker,,,,,,MLOps,,,,R,,Scala,,,
9661,AWS,,,,,,,,,,PyTorch,,,,,,,
9662,,,Docker,,,,,,MLOps,,PyTorch,,,,,,Tableau,
9663,,,Docker,,Git,,,,,,PyTorch,,,,,,,
9664,,,,,Git,,,,MLOps,,,Python,,,Scala,,,
9665,,,,,,,,Kubernetes,MLOps,,,,,,,,,
9666,AWS,Azure,,GCP,,,,,,,,,,,,,,
9667,,,,,,,,,MLOps,MLP,,,R,SQL,,PySpark,,
9668,AWS,,,,,Hadoop,Java,,,,,,,,,,,
9669,,,Docker,,,,,,,,,,,,,,Tableau,
9670,,,,,,,Java,,MLOps,,,,,SQL,,,Tableau,
9671,,,Docker,,,,,,,,,,R,,,PySpark,,TensorFlow
9672,,,,,,,,,,,,Python,,,Scala,PySpark,,
9673,,,,GCP,Git,,,,,,,,,,,,Tableau,
9674,,,Docker,,,,Java,,,,,,R,,,,,TensorFlow
9675,,Azure,Docker,,,,,,,,,,R,,Scala,,,
9676,,,,,Git,,,Kubernetes,,,,,,,,,,
9677,,,,,,,,,,,,Python,,,Scala,PySpark,,TensorFlow
9678,,,Docker,,,Hadoop,,,,,,,,,,,,
9679,,,Docker,,,,,Kubernetes,,,,Python,,,,,,
9680,,,,,,,,,MLOps,,,Python,,,Scala,,Tableau,
9681,,,,GCP,,,,,,,,,,SQL,,,Tableau,
9682,,,,,,,,,,,,Python,,SQL,,,,
9683,,,,,,,Java,Kubernetes,,,,,,,,,,TensorFlow
9684,,,,GCP,,,,,,,,,R,,,PySpark,Tableau,
9685,AWS,,Docker,,,,Java,,,,,,,,,,,TensorFlow
9686,,,,GCP,,,,,,,,Python,,,,,,
9687,,,,,,,,,,,,Python,,,,,,TensorFlow
