ID_cleaned,job_id,job_title,salary_usd,salary_distribution_usd,salary_currency,experience_level,experience_level_cleaned,employment_type,employment_type_cleaned,company_location,company_size,company_size_cleaned,employee_residence,remote_ratio,required_skills,is_AWS_required_skills,is_Azure_required_skills,is_Docker_required_skills,is_GCP_required_skills,is_github_required_skills,is_Hadoop_required_skills,is_Java_required_skills,is_Kubernetes_required_skills,is_MLOps_required_skills,is_NLP_required_skills,is_PyTorch_required_skills,is_Python_required_skills,is_R_required_skills,is_SQL_required_skills,is_Scala_required_skills,is_Pyspark_required_skills,is_Tableau_required_skills,is_TensorFlow_required_skills,education_required,years_experience,industry,posting_date,application_deadline,application_period_days,job_description_length,benefits_score,company_name
6792,AI06792,Autonomous Systems Engineer,51979,"40,000 - 60,000 USD",USD,EN,Entry-level,FT,Full-Time,South Korea,L,Large,Ireland,0,"Spark, Azure, Statistics",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Associate,0,Consulting,5/23/2024,7/3/2024,41,858,9.8,Future Systems
6793,AI06793,Head of AI,69641,"60,000 - 80,000 USD",USD,EN,Entry-level,CT,Contract,Singapore,S,Small,Singapore,100,"Git, Python, NLP, R, PyTorch",0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,Bachelor,0,Automotive,12/4/2024,1/20/2025,47,722,9.4,TechCorp Inc
6794,AI06794,Research Scientist,99007,"80,000 - 100,000 USD",EUR,MI,Mid-level,CT,Contract,Germany,L,Large,Germany,0,"Deep Learning, Git, Scala",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,PhD,2,Retail,12/28/2024,2/11/2025,45,797,8,Future Systems
6795,AI06795,Computer Vision Engineer,67267,"60,000 - 80,000 USD",USD,MI,Mid-level,FT,Full-Time,Ireland,L,Large,Ireland,0,"Git, Java, PyTorch, MLOps, Computer Vision",0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,PhD,3,Media,4/11/2025,5/30/2025,49,2215,6.4,AI Innovations
6796,AI06796,Machine Learning Engineer,149254,"140,000 - 160,000 USD",USD,EX,Executive,PT,Part-Time,Finland,M,Medium,India,50,"AWS, Java, Mathematics, Deep Learning, GCP",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Associate,15,Manufacturing,3/29/2025,4/27/2025,29,2073,9.4,DataVision Ltd
6797,AI06797,Head of AI,155281,"140,000 - 160,000 USD",USD,SE,Senior,FL,Freelance,Denmark,M,Medium,Singapore,100,"Data Visualization, SQL, Python",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Bachelor,5,Retail,7/14/2024,8/3/2024,20,2366,6.1,TechCorp Inc
6798,AI06798,Machine Learning Researcher,81131,"80,000 - 100,000 USD",USD,MI,Mid-level,PT,Part-Time,Australia,S,Small,Australia,0,"Scala, Java, SQL",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Master,3,Gaming,2/12/2024,4/16/2024,64,2012,5.3,Cloud AI Solutions
6799,AI06799,ML Ops Engineer,62124,"60,000 - 80,000 USD",USD,MI,Mid-level,PT,Part-Time,India,M,Medium,India,100,"Spark, Scala, R, Statistics",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Master,3,Real Estate,10/18/2024,12/29/2024,72,646,9.4,Neural Networks Co
6800,AI06800,Data Engineer,97775,"80,000 - 100,000 USD",USD,SE,Senior,FL,Freelance,Austria,L,Large,Austria,100,"Linux, R, Computer Vision, Data Visualization",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bachelor,6,Government,11/12/2024,1/20/2025,69,1556,7.8,Machine Intelligence Group
6801,AI06801,ML Ops Engineer,113568,"100,000 - 120,000 USD",GBP,MI,Mid-level,FL,Freelance,United Kingdom,M,Medium,United States,100,"MLOps, Azure, Deep Learning",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Master,3,Telecommunications,1/13/2024,3/12/2024,59,515,6.5,Smart Analytics
6802,AI06802,Data Engineer,58988,"40,000 - 60,000 USD",USD,MI,Mid-level,FL,Freelance,Ireland,S,Small,Ireland,100,"Python, TensorFlow, PyTorch",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Master,4,Government,11/20/2024,12/14/2024,24,2461,7.3,Machine Intelligence Group
6803,AI06803,NLP Engineer,161648,"160,000 - 180,000 USD",USD,EX,Executive,PT,Part-Time,Singapore,S,Small,Singapore,50,"Python, TensorFlow, MLOps, Deep Learning",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Bachelor,16,Telecommunications,4/30/2024,7/2/2024,63,1638,9.1,Future Systems
6804,AI06804,Research Scientist,80147,"80,000 - 100,000 USD",EUR,EN,Entry-level,FT,Full-Time,France,L,Large,United States,50,"MLOps, Deep Learning, Linux",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Associate,0,Real Estate,3/5/2025,3/22/2025,17,1548,5.1,Neural Networks Co
6805,AI06805,AI Consultant,95646,"80,000 - 100,000 USD",USD,SE,Senior,FT,Full-Time,Ireland,S,Small,Ireland,50,"Python, Docker, TensorFlow",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Associate,8,Automotive,1/23/2024,3/28/2024,65,1743,7.5,Machine Intelligence Group
6806,AI06806,AI Software Engineer,137712,"120,000 - 140,000 USD",USD,EX,Executive,FL,Freelance,South Korea,M,Medium,South Korea,50,"Deep Learning, Git, Mathematics, Computer Vision, SQL",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Associate,13,Healthcare,4/13/2025,5/4/2025,21,1058,5.4,Smart Analytics
6807,AI06807,AI Software Engineer,71599,"60,000 - 80,000 USD",USD,SE,Senior,PT,Part-Time,Israel,S,Small,Israel,0,"GCP, TensorFlow, MLOps",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Associate,5,Manufacturing,2/29/2024,4/22/2024,53,859,8.9,Neural Networks Co
6808,AI06808,AI Specialist,200600,"More than 180,000 USD",EUR,EX,Executive,PT,Part-Time,France,L,Large,Switzerland,50,"PyTorch, Statistics, Computer Vision",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Bachelor,19,Education,1/13/2024,3/10/2024,57,2413,5.4,Advanced Robotics
6809,AI06809,AI Architect,101814,"100,000 - 120,000 USD",USD,SE,Senior,PT,Part-Time,South Korea,M,Medium,South Korea,0,"SQL, NLP, PyTorch, Computer Vision",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Master,6,Manufacturing,7/23/2024,9/11/2024,50,954,8.4,Advanced Robotics
6810,AI06810,AI Product Manager,66362,"60,000 - 80,000 USD",USD,MI,Mid-level,PT,Part-Time,India,L,Large,India,50,"SQL, MLOps, GCP, Linux",0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,PhD,3,Healthcare,12/18/2024,2/28/2025,72,771,8.3,DeepTech Ventures
6811,AI06811,Autonomous Systems Engineer,135589,"120,000 - 140,000 USD",USD,EX,Executive,FT,Full-Time,Finland,S,Small,Finland,50,"Python, TensorFlow, Docker, Kubernetes, PyTorch",0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,Associate,19,Healthcare,10/9/2024,12/12/2024,64,637,7.4,Autonomous Tech
6812,AI06812,Robotics Engineer,42004,"40,000 - 60,000 USD",USD,EN,Entry-level,CT,Contract,Israel,S,Small,Sweden,50,"SQL, Hadoop, Computer Vision, Python, Azure",0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,PhD,1,Consulting,2/15/2025,4/25/2025,69,1384,5.5,Quantum Computing Inc
6813,AI06813,Data Scientist,126054,"120,000 - 140,000 USD",GBP,SE,Senior,PT,Part-Time,United Kingdom,M,Medium,United Kingdom,0,"Spark, Python, Hadoop",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,PhD,7,Telecommunications,2/21/2024,4/16/2024,55,1568,5.5,Cloud AI Solutions
6814,AI06814,Data Engineer,141799,"140,000 - 160,000 USD",USD,MI,Mid-level,PT,Part-Time,Norway,M,Medium,Canada,0,"Computer Vision, SQL, Java, MLOps, Data Visualization",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Bachelor,4,Real Estate,4/3/2025,5/31/2025,58,918,9.4,Predictive Systems
6815,AI06815,AI Consultant,100128,"100,000 - 120,000 USD",USD,SE,Senior,FL,Freelance,South Korea,M,Medium,Sweden,100,"Java, Tableau, R",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Associate,9,Consulting,4/4/2024,5/16/2024,42,1407,7.2,TechCorp Inc
6816,AI06816,Research Scientist,76629,"60,000 - 80,000 USD",USD,EN,Entry-level,CT,Contract,Norway,M,Medium,Sweden,50,"Mathematics, SQL, Kubernetes, Data Visualization, MLOps",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Bachelor,0,Retail,1/4/2024,2/28/2024,55,1680,9.3,TechCorp Inc
6817,AI06817,AI Research Scientist,52575,"40,000 - 60,000 USD",USD,MI,Mid-level,FT,Full-Time,Austria,S,Small,Austria,0,"Computer Vision, Mathematics, SQL",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bachelor,2,Retail,12/10/2024,2/19/2025,71,1255,8.5,DeepTech Ventures
6818,AI06818,Data Engineer,149691,"140,000 - 160,000 USD",EUR,EX,Executive,FL,Freelance,France,L,Large,France,50,"Java, SQL, Kubernetes",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,PhD,13,Healthcare,9/19/2024,10/23/2024,34,2062,8.6,Cognitive Computing
6819,AI06819,NLP Engineer,54907,"40,000 - 60,000 USD",USD,EN,Entry-level,CT,Contract,South Korea,M,Medium,South Korea,0,"Azure, R, Deep Learning, SQL, TensorFlow",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Associate,0,Healthcare,4/4/2025,5/8/2025,34,1005,9.5,Algorithmic Solutions
6820,AI06820,NLP Engineer,228761,"More than 180,000 USD",USD,EX,Executive,FL,Freelance,Australia,L,Large,Australia,50,"SQL, Data Visualization, Computer Vision",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Master,11,Government,11/18/2024,12/25/2024,37,1523,8.6,Future Systems
6821,AI06821,Data Engineer,162134,"160,000 - 180,000 USD",USD,MI,Mid-level,PT,Part-Time,Switzerland,L,Large,Switzerland,0,"Kubernetes, Linux, R, Python, Docker",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,Master,3,Education,2/18/2025,4/17/2025,58,1466,8.4,Cloud AI Solutions
6822,AI06822,AI Software Engineer,97538,"80,000 - 100,000 USD",USD,SE,Senior,FL,Freelance,Japan,M,Medium,Japan,0,"SQL, Git, Java, Hadoop",0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Bachelor,7,Retail,10/18/2024,11/12/2024,25,1467,5.9,Quantum Computing Inc
6823,AI06823,Deep Learning Engineer,163381,"160,000 - 180,000 USD",USD,EX,Executive,FL,Freelance,Ireland,L,Large,Ireland,50,"Git, Deep Learning, R, Linux",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Master,10,Transportation,9/15/2024,11/1/2024,47,1025,6.6,Smart Analytics
6824,AI06824,Autonomous Systems Engineer,94529,"80,000 - 100,000 USD",USD,SE,Senior,CT,Contract,China,M,Medium,China,0,"Mathematics, MLOps, Python, TensorFlow, PyTorch",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,Master,7,Telecommunications,12/5/2024,1/27/2025,53,1657,8,AI Innovations
6825,AI06825,Data Analyst,55725,"40,000 - 60,000 USD",EUR,EN,Entry-level,PT,Part-Time,Germany,M,Medium,Germany,50,"Docker, Computer Vision, R",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Master,0,Media,7/1/2024,9/10/2024,71,515,9.8,Predictive Systems
6826,AI06826,Research Scientist,267215,"More than 180,000 USD",USD,EX,Executive,PT,Part-Time,Denmark,S,Small,United States,50,"Data Visualization, Scala, Azure",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Associate,10,Automotive,3/7/2025,4/12/2025,36,2264,7.8,Advanced Robotics
6827,AI06827,Head of AI,197931,"More than 180,000 USD",USD,EX,Executive,PT,Part-Time,Denmark,S,Small,Denmark,0,"Spark, MLOps, Scala, Mathematics, Kubernetes",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Associate,13,Finance,1/28/2025,4/11/2025,73,952,8.6,Smart Analytics
6828,AI06828,AI Product Manager,137900,"120,000 - 140,000 USD",USD,SE,Senior,FT,Full-Time,Singapore,S,Small,Singapore,0,"Linux, Computer Vision, Python, TensorFlow, Git",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Master,8,Real Estate,3/17/2025,5/29/2025,73,583,6.9,Machine Intelligence Group
6829,AI06829,AI Consultant,83929,"80,000 - 100,000 USD",EUR,MI,Mid-level,CT,Contract,Germany,M,Medium,Germany,50,"PyTorch, R, Tableau",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Bachelor,4,Consulting,5/13/2024,5/30/2024,17,2070,7.1,Digital Transformation LLC
6830,AI06830,AI Research Scientist,216227,"More than 180,000 USD",USD,EX,Executive,PT,Part-Time,Denmark,M,Medium,Denmark,0,"Git, Docker, MLOps",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Associate,17,Automotive,8/21/2024,10/11/2024,51,2181,8.3,AI Innovations
6831,AI06831,AI Software Engineer,173425,"160,000 - 180,000 USD",USD,SE,Senior,FT,Full-Time,Denmark,S,Small,Denmark,100,"Computer Vision, Git, NLP, SQL, Statistics",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,Associate,7,Automotive,9/4/2024,11/11/2024,68,1434,5.1,TechCorp Inc
6832,AI06832,Machine Learning Researcher,233862,"More than 180,000 USD",USD,EX,Executive,FL,Freelance,Singapore,L,Large,Singapore,100,"R, Docker, PyTorch",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bachelor,11,Gaming,2/19/2024,4/1/2024,42,2015,5.3,AI Innovations
6833,AI06833,Principal Data Scientist,110678,"100,000 - 120,000 USD",USD,SE,Senior,PT,Part-Time,Japan,L,Large,Austria,50,"Docker, MLOps, Tableau, Spark",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Master,8,Energy,10/10/2024,12/9/2024,60,2258,5.3,DataVision Ltd
6834,AI06834,AI Specialist,97017,"80,000 - 100,000 USD",USD,MI,Mid-level,FL,Freelance,Singapore,S,Small,Singapore,100,"GCP, Deep Learning, Git",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor,4,Healthcare,3/27/2024,5/13/2024,47,1154,7.8,TechCorp Inc
6835,AI06835,NLP Engineer,51383,"40,000 - 60,000 USD",USD,EN,Entry-level,FL,Freelance,Israel,L,Large,Israel,100,"Python, AWS, TensorFlow",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Bachelor,1,Technology,1/3/2025,2/20/2025,48,1575,7,Neural Networks Co
6836,AI06836,AI Consultant,42188,"40,000 - 60,000 USD",USD,EN,Entry-level,FT,Full-Time,Israel,S,Small,Australia,50,"Linux, SQL, GCP, PyTorch, Spark",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,Associate,1,Retail,8/10/2024,9/2/2024,23,573,8.3,Smart Analytics
6837,AI06837,AI Software Engineer,65329,"60,000 - 80,000 USD",USD,MI,Mid-level,FL,Freelance,India,L,Large,India,0,"Git, Mathematics, Data Visualization, AWS, Linux",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Master,3,Government,4/18/2024,5/28/2024,40,1569,7.7,DeepTech Ventures
6838,AI06838,Data Scientist,196404,"More than 180,000 USD",USD,EX,Executive,FT,Full-Time,United States,L,Large,United States,50,"Scala, Docker, Spark",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Bachelor,19,Consulting,4/24/2025,5/13/2025,19,1684,6.1,DeepTech Ventures
6839,AI06839,NLP Engineer,80021,"80,000 - 100,000 USD",USD,EN,Entry-level,FL,Freelance,Singapore,L,Large,Singapore,0,"Scala, Deep Learning, Computer Vision, Linux",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Associate,0,Gaming,4/16/2024,6/14/2024,59,1294,5.1,TechCorp Inc
6840,AI06840,Data Engineer,152442,"140,000 - 160,000 USD",USD,EX,Executive,PT,Part-Time,Japan,M,Medium,India,100,"Python, Java, MLOps",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,Associate,18,Government,4/26/2025,5/28/2025,32,1750,5.7,Quantum Computing Inc
6841,AI06841,AI Software Engineer,138403,"120,000 - 140,000 USD",USD,MI,Mid-level,FL,Freelance,Norway,M,Medium,Norway,0,"Python, Computer Vision, Linux, TensorFlow",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Master,3,Retail,2/10/2025,4/11/2025,60,535,5,Machine Intelligence Group
6842,AI06842,AI Software Engineer,66443,"60,000 - 80,000 USD",USD,EN,Entry-level,PT,Part-Time,Australia,S,Small,Australia,100,"TensorFlow, AWS, Hadoop",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Associate,1,Finance,1/28/2024,3/21/2024,53,1214,6.1,Smart Analytics
6843,AI06843,Machine Learning Engineer,135299,"120,000 - 140,000 USD",GBP,SE,Senior,PT,Part-Time,United Kingdom,M,Medium,United Kingdom,0,"Linux, R, NLP, Kubernetes",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,Master,9,Technology,7/1/2024,7/16/2024,15,1195,9.6,Advanced Robotics
6844,AI06844,AI Specialist,128209,"120,000 - 140,000 USD",USD,EX,Executive,PT,Part-Time,Israel,L,Large,Israel,100,"Kubernetes, Git, AWS, Tableau, GCP",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Master,12,Healthcare,8/21/2024,9/30/2024,40,539,9.8,Machine Intelligence Group
6845,AI06845,AI Specialist,86408,"80,000 - 100,000 USD",GBP,EN,Entry-level,PT,Part-Time,United Kingdom,L,Large,Japan,100,"PyTorch, GCP, Tableau",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Associate,1,Retail,2/19/2024,4/16/2024,57,1039,7.6,Neural Networks Co
6846,AI06846,Machine Learning Researcher,115052,"100,000 - 120,000 USD",EUR,MI,Mid-level,FT,Full-Time,Netherlands,M,Medium,Netherlands,100,"NLP, Python, Tableau, Azure",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Master,4,Retail,4/2/2025,4/19/2025,17,935,6.3,Predictive Systems
6847,AI06847,Head of AI,33804,"Less than 40,000 USD",USD,EN,Entry-level,CT,Contract,India,S,Small,India,100,"NLP, PyTorch, SQL",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Associate,1,Government,11/11/2024,1/1/2025,51,580,8.6,Digital Transformation LLC
6848,AI06848,Computer Vision Engineer,90572,"80,000 - 100,000 USD",USD,SE,Senior,CT,Contract,Finland,S,Small,Finland,0,"NLP, Tableau, Hadoop",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Master,5,Automotive,8/21/2024,9/28/2024,38,1752,9,DeepTech Ventures
6849,AI06849,AI Specialist,98968,"80,000 - 100,000 USD",USD,SE,Senior,CT,Contract,Singapore,S,Small,Singapore,0,"PyTorch, Linux, Scala",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,PhD,5,Consulting,2/19/2024,4/6/2024,47,808,8.9,Digital Transformation LLC
6850,AI06850,Research Scientist,65296,"60,000 - 80,000 USD",USD,MI,Mid-level,PT,Part-Time,South Korea,M,Medium,South Korea,50,"Mathematics, Java, Tableau",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Bachelor,2,Gaming,4/12/2024,6/10/2024,59,2426,7.2,Predictive Systems
6851,AI06851,Machine Learning Engineer,97307,"80,000 - 100,000 USD",EUR,MI,Mid-level,PT,Part-Time,Netherlands,S,Small,Netherlands,100,"Statistics, Java, SQL",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Associate,2,Transportation,4/22/2024,6/28/2024,67,1350,9.3,DeepTech Ventures
6852,AI06852,AI Consultant,89246,"80,000 - 100,000 USD",USD,MI,Mid-level,PT,Part-Time,Sweden,S,Small,Sweden,50,"Linux, SQL, PyTorch, Azure",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,PhD,3,Technology,2/25/2024,4/21/2024,56,1506,6.9,Algorithmic Solutions
6853,AI06853,Data Analyst,113254,"100,000 - 120,000 USD",USD,EX,Executive,CT,Contract,China,S,Small,China,100,"SQL, Spark, GCP, Git, Scala",0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,Bachelor,13,Automotive,1/31/2024,2/16/2024,16,631,8.8,TechCorp Inc
6854,AI06854,NLP Engineer,105084,"100,000 - 120,000 USD",USD,MI,Mid-level,FL,Freelance,Singapore,L,Large,Singapore,100,"Tableau, SQL, R",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Associate,4,Telecommunications,11/4/2024,11/29/2024,25,1627,7.2,TechCorp Inc
6855,AI06855,AI Consultant,60401,"60,000 - 80,000 USD",USD,MI,Mid-level,PT,Part-Time,Japan,L,Large,Japan,50,"Deep Learning, TensorFlow, Kubernetes, Docker",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Associate,4,Gaming,1/6/2025,2/13/2025,38,1690,9.1,Quantum Computing Inc
6856,AI06856,AI Architect,123730,"120,000 - 140,000 USD",USD,EX,Executive,FL,Freelance,Ireland,S,Small,Ireland,100,"Data Visualization, Spark, TensorFlow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,PhD,19,Education,11/21/2024,1/17/2025,57,972,9.6,Cloud AI Solutions
6857,AI06857,Autonomous Systems Engineer,57169,"40,000 - 60,000 USD",USD,EN,Entry-level,CT,Contract,Japan,L,Large,Austria,50,"R, TensorFlow, Azure, Linux, Spark",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Master,1,Retail,3/19/2025,5/28/2025,70,2276,5.9,DeepTech Ventures
6858,AI06858,Deep Learning Engineer,130727,"120,000 - 140,000 USD",USD,EX,Executive,FL,Freelance,Austria,S,Small,Austria,50,"SQL, Kubernetes, Azure, TensorFlow, AWS",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Associate,10,Healthcare,3/2/2024,5/2/2024,61,1920,9.9,TechCorp Inc
6859,AI06859,AI Architect,256966,"More than 180,000 USD",USD,EX,Executive,FL,Freelance,Canada,L,Large,Canada,100,"Python, Scala, Git, Azure",0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Associate,10,Real Estate,3/15/2025,4/10/2025,26,1724,8.1,Digital Transformation LLC
6860,AI06860,AI Consultant,72663,"60,000 - 80,000 USD",GBP,EN,Entry-level,FL,Freelance,United Kingdom,L,Large,United Kingdom,50,"Python, AWS, Data Visualization, Mathematics",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PhD,0,Telecommunications,2/20/2024,3/8/2024,17,1501,7.3,Future Systems
6861,AI06861,Principal Data Scientist,57892,"40,000 - 60,000 USD",USD,MI,Mid-level,FL,Freelance,Israel,M,Medium,Israel,0,"GCP, Kubernetes, Git, Azure",0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Associate,3,Transportation,12/30/2024,1/18/2025,19,2320,9.3,Predictive Systems
6862,AI06862,Data Engineer,235424,"More than 180,000 USD",USD,EX,Executive,PT,Part-Time,Denmark,S,Small,Canada,100,"AWS, Linux, Java",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Master,19,Healthcare,11/7/2024,12/30/2024,53,1799,5.5,Autonomous Tech
6863,AI06863,NLP Engineer,152491,"140,000 - 160,000 USD",USD,EX,Executive,FL,Freelance,Israel,S,Small,Israel,100,"TensorFlow, MLOps, Scala, Computer Vision",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Master,16,Consulting,3/30/2024,4/29/2024,30,1244,6.4,AI Innovations
6864,AI06864,Data Engineer,117720,"100,000 - 120,000 USD",EUR,MI,Mid-level,PT,Part-Time,France,L,Large,France,0,"Tableau, GCP, Hadoop, Python",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,Master,2,Education,2/15/2024,3/13/2024,27,681,5.5,Neural Networks Co
6865,AI06865,ML Ops Engineer,145834,"140,000 - 160,000 USD",USD,SE,Senior,FL,Freelance,Sweden,M,Medium,Sweden,50,"Linux, Python, Docker",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PhD,6,Media,12/31/2024,2/28/2025,59,2017,8.8,Digital Transformation LLC
6866,AI06866,Autonomous Systems Engineer,63289,"60,000 - 80,000 USD",USD,MI,Mid-level,FL,Freelance,Ireland,S,Small,Denmark,0,"MLOps, Java, Data Visualization",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Associate,4,Healthcare,1/5/2024,2/28/2024,54,1382,6.8,TechCorp Inc
6867,AI06867,AI Specialist,78060,"60,000 - 80,000 USD",USD,EN,Entry-level,PT,Part-Time,Canada,L,Large,Canada,50,"Deep Learning, Kubernetes, Hadoop, Azure",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Master,1,Gaming,11/27/2024,1/31/2025,65,1199,7.9,AI Innovations
6868,AI06868,AI Specialist,160195,"160,000 - 180,000 USD",USD,SE,Senior,PT,Part-Time,United States,L,Large,Japan,100,"Python, Kubernetes, Scala, Spark",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,Master,5,Manufacturing,11/5/2024,12/18/2024,43,1797,8.9,Quantum Computing Inc
6869,AI06869,AI Research Scientist,172544,"160,000 - 180,000 USD",USD,EX,Executive,FT,Full-Time,Austria,M,Medium,Austria,100,"Docker, Scala, AWS, Java, R",1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Associate,16,Education,1/8/2024,3/4/2024,56,1726,9.7,Digital Transformation LLC
6870,AI06870,NLP Engineer,43218,"40,000 - 60,000 USD",USD,EN,Entry-level,FT,Full-Time,Austria,M,Medium,United Kingdom,100,"SQL, PyTorch, AWS, R, MLOps",1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,Associate,0,Telecommunications,1/12/2025,3/20/2025,67,2335,7.4,Future Systems
6871,AI06871,ML Ops Engineer,146162,"140,000 - 160,000 USD",USD,SE,Senior,CT,Contract,Norway,S,Small,India,100,"Scala, Git, MLOps, Deep Learning, Python",0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,Master,8,Telecommunications,3/5/2024,3/21/2024,16,910,8,Digital Transformation LLC
6872,AI06872,AI Research Scientist,59763,"40,000 - 60,000 USD",USD,EN,Entry-level,PT,Part-Time,Austria,L,Large,Austria,0,"Python, Mathematics, MLOps",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Associate,0,Consulting,2/6/2025,4/9/2025,62,682,6.6,Cognitive Computing
6873,AI06873,Machine Learning Engineer,174326,"160,000 - 180,000 USD",USD,SE,Senior,PT,Part-Time,Sweden,L,Large,Sweden,100,"NLP, PyTorch, Deep Learning, Tableau, Git",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,Bachelor,7,Telecommunications,3/2/2024,3/30/2024,28,1542,8.2,DataVision Ltd
